smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750158244000.0,36118110.2807,-101750158244000.0,-101750132705000.0,-101750183784000.0,-101750181230000.0,-101750135259000.0,2.0,1304517890250000.0,2.6175466018599997e-14,118,0.249963898917,0.00779721069797,0.125000249693,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102159911465000.0,30451007.104,-102159911465000.0,-102159889932000.0,-102159932997000.0,-102159930844000.0,-102159892086000.0,2.0,927263833647000.0,2.6175466018599997e-14,124,0.25,0.0039133472,0.125000249693,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732899986000.0,12823691.6978,-102732899986000.0,-102732890919000.0,-102732909054000.0,-102732908147000.0,-102732891825000.0,2.0,164447068761000.0,2.6175466018599997e-14,106,0.125018050542,0.00391391230429,0.125000249693,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073747861000.0,26961267.9633,-103073747861000.0,-103073728797000.0,-103073766926000.0,-103073765019000.0,-103073730703000.0,2.0,726909970190000.0,2.6175466018599997e-14,112,0.25,0.00779833681159,0.125000249693,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873356298000.0,2194529.40671,-135873356298000.0,-135873354747000.0,-135873357850000.0,-135873357695000.0,-135873354902000.0,2.0,4815959316930.0,2.6175466018599997e-14,93,0.249963898917,0.0155944213959,0.250000499385,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283113449000.0,33681628.4231,-136283113449000.0,-136283089632000.0,-136283137265000.0,-136283134884000.0,-136283092014000.0,2.0,1134452093230000.0,2.6175466018599997e-14,99,0.25,0.0078266944,0.250000499385,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856122119000.0,660077.495869,-136856122119000.0,-136856121652000.0,-136856122585000.0,-136856122539000.0,-136856121699000.0,2.0,435702300552.0,2.6175466018599997e-14,81,0.125018050542,0.00782782460857,0.250000499385,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137196946365000.0,16885922.8623,-137196946365000.0,-137196934424000.0,-137196958305000.0,-137196957111000.0,-137196935618000.0,2.0,285134390910000.0,2.6175466018599997e-14,87,0.25,0.0155966736232,0.250000499385,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996584316000.0,36395672.5186,-169996584316000.0,-169996558580000.0,-169996610051000.0,-169996607478000.0,-169996561154000.0,2.0,1324644978080000.0,2.6175466018599997e-14,68,0.249963898917,0.0155944213959,0.250000499385,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406358918000.0,6664685.23621,-170406358918000.0,-170406354205000.0,-170406363631000.0,-170406363159000.0,-170406354677000.0,2.0,44418029297800.0,2.6175466018599997e-14,74,0.25,0.0078266944,0.250000499385,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979317093000.0,13038524.6812,-170979317093000.0,-170979307874000.0,-170979326313000.0,-170979325391000.0,-170979308796000.0,2.0,170003125862000.0,2.6175466018599997e-14,56,0.125018050542,0.00782782460857,0.250000499385,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320170694000.0,7544464.51026,-171320170694000.0,-171320165359000.0,-171320176029000.0,-171320175495000.0,-171320165893000.0,2.0,56918944746500.0,2.6175466018599997e-14,62,0.25,0.0155966736232,0.250000499385,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119777798000.0,222476.829788,-204119777798000.0,-204119777640000.0,-204119777955000.0,-204119777939000.0,-204119777656000.0,2.0,49495939792.5,2.6175466018599997e-14,43,0.249963898917,0.0155943590951,0.249999500615,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529535216000.0,39770451.3326,-204529535216000.0,-204529507094000.0,-204529563338000.0,-204529560526000.0,-204529509906000.0,2.0,1581688799200000.0,2.6175466018599997e-14,49,0.25,0.00782666313177,0.249999500615,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102559172000.0,19643806.9595,-205102559172000.0,-205102545281000.0,-205102573062000.0,-205102571673000.0,-205102546670000.0,2.0,385879151862000.0,2.6175466018599997e-14,31,0.125018050542,0.00782779333583,0.249999500615,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443377294000.0,22011981.7938,-205443377294000.0,-205443361729000.0,-205443392859000.0,-205443391303000.0,-205443363286000.0,2.0,484527342491000.0,2.6175466018599997e-14,37,0.25,0.0155966113133,0.249999500615,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242726688000.0,48301789.4662,-238242726688000.0,-238242692534000.0,-238242760843000.0,-238242757428000.0,-238242695949000.0,2.0,2333062865640000.0,2.6175466018599997e-14,18,0.249963898917,0.00779714839709,0.124999250922,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652494605000.0,33347572.0436,-238652494605000.0,-238652471025000.0,-238652518185000.0,-238652515827000.0,-238652473383000.0,2.0,1112060561200000.0,2.6175466018599997e-14,24,0.25,0.00391331593177,0.124999250922,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225487223000.0,7042696.74326,-239225487223000.0,-239225482243000.0,-239225492203000.0,-239225491705000.0,-239225482741000.0,2.0,49599577417500.0,2.6175466018599997e-14,6,0.125018050542,0.00391388103154,0.124999250922,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566309932000.0,13233769.1274,-239566309932000.0,-239566300575000.0,-239566319290000.0,-239566318354000.0,-239566301511000.0,2.0,175132645317000.0,2.6175466018599997e-14,12,0.25,0.00779827450171,0.124999250922,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546805687000.0,21134023.2092,-340546805687000.0,-340546790743000.0,-340546820631000.0,-340546819136000.0,-340546792237000.0,2.0,446646937008000.0,2.6175466018599997e-14,117,0.25,0.00779833681159,0.125000249693,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956580769000.0,32990317.1921,-340956580769000.0,-340956557442000.0,-340956604097000.0,-340956601764000.0,-340956559774000.0,2.0,1088361028430000.0,2.6175466018599997e-14,123,0.249963898917,0.00391278209571,0.125000249693,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939366786000.0,11184921.5499,-341939366786000.0,-341939358877000.0,-341939374695000.0,-341939373904000.0,-341939359668000.0,2.0,125102470078000.0,2.6175466018599997e-14,111,0.125018050542,0.0038997314626,0.125000249693,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670037224000.0,10161252.6971,-374670037224000.0,-374670030039000.0,-374670044409000.0,-374670043690000.0,-374670030757000.0,2.0,103251056375000.0,2.6175466018599997e-14,92,0.25,0.0155966736232,0.250000499385,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375079860924000.0,49473931.5186,-375079860924000.0,-375079825941000.0,-375079895908000.0,-375079892409000.0,-375079829439000.0,2.0,2447669899910000.0,2.6175466018599997e-14,98,0.249963898917,0.00782556419142,0.250000499385,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062562745000.0,30522958.2794,-376062562745000.0,-376062541162000.0,-376062584328000.0,-376062582170000.0,-376062543320000.0,2.0,931650982127000.0,2.6175466018599997e-14,86,0.125018050542,0.00779946292521,0.250000499385,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793249388000.0,30292046.3728,-408793249388000.0,-408793227968000.0,-408793270807000.0,-408793268665000.0,-408793230110000.0,2.0,917608073454000.0,2.6175466018599997e-14,67,0.25,0.0155966736232,0.250000499385,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203030282000.0,65623863.8786,-409203030282000.0,-409202983879000.0,-409203076686000.0,-409203072045000.0,-409202988520000.0,2.0,4306491510360000.0,2.6175466018599997e-14,73,0.249963898917,0.00782556419142,0.250000499385,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185809815000.0,2058085.33091,-410185809815000.0,-410185808359000.0,-410185811270000.0,-410185811124000.0,-410185808505000.0,2.0,4235715229320.0,2.6175466018599997e-14,61,0.125018050542,0.00779946292521,0.250000499385,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916492755000.0,9213879.64957,-442916492755000.0,-442916486239000.0,-442916499270000.0,-442916498618000.0,-442916486891000.0,2.0,84895578196800.0,2.6175466018599997e-14,42,0.25,0.0155966113133,0.249999500615,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326196320000.0,16561661.6352,-443326196320000.0,-443326184609000.0,-443326208031000.0,-443326206860000.0,-443326185780000.0,2.0,274288636120000.0,2.6175466018599997e-14,48,0.249963898917,0.0078255329277,0.249999500615,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309001827000.0,19017946.9463,-444309001827000.0,-444308988379000.0,-444309015275000.0,-444309013930000.0,-444308989724000.0,2.0,361682306054000.0,2.6175466018599997e-14,36,0.125018050542,0.00779943176577,0.249999500615,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039456712000.0,14466193.5575,-477039456712000.0,-477039446483000.0,-477039466941000.0,-477039465918000.0,-477039447505000.0,2.0,209270756044000.0,2.6175466018599997e-14,17,0.25,0.00779827450171,0.124999250922,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449147460000.0,78827474.9681,-477449147460000.0,-477449091721000.0,-477449203200000.0,-477449197626000.0,-477449097295000.0,2.0,6213770809850000.0,2.6175466018599997e-14,23,0.249963898917,0.00391275083199,0.124999250922,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478431977697000.0,12452770.8145,-478431977697000.0,-478431968891000.0,-478431986502000.0,-478431985621000.0,-478431969772000.0,2.0,155071500959000.0,2.6175466018599997e-14,11,0.125018050542,0.00389970030317,0.124999250922,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412496037000.0,361087.790124,-579412496037000.0,-579412495782000.0,-579412496293000.0,-579412496267000.0,-579412495807000.0,2.0,130384392176.0,2.6175466018599997e-14,116,0.125018050542,0.0038997314626,0.125000249693,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753266000000.0,76757641.058,-579753266000000.0,-579753211724000.0,-579753320276000.0,-579753314848000.0,-579753217152000.0,2.0,5891735460790000.0,2.6175466018599997e-14,122,0.25,0.0039133472,0.125000249693,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535680444000.0,38322780.1069,-613535680444000.0,-613535653346000.0,-613535707542000.0,-613535704833000.0,-613535656056000.0,2.0,1468635475120000.0,2.6175466018599997e-14,91,0.125018050542,0.00779946292521,0.250000499385,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876550685000.0,752268.453864,-613876550685000.0,-613876550153000.0,-613876551216000.0,-613876551163000.0,-613876550206000.0,2.0,565907826679.0,2.6175466018599997e-14,97,0.25,0.0078266944,0.250000499385,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647658938002000.0,806907.036788,-647658938002000.0,-647658937431000.0,-647658938572000.0,-647658938515000.0,-647658937488000.0,2.0,651098966018.0,2.6175466018599997e-14,66,0.125018050542,0.00779946292521,0.250000499385,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999719492000.0,6282823.44435,-647999719492000.0,-647999715049000.0,-647999723934000.0,-647999723490000.0,-647999715493000.0,2.0,39473870432900.0,2.6175466018599997e-14,72,0.25,0.0078266944,0.250000499385,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782132017000.0,32677777.6742,-681782132017000.0,-681782108910000.0,-681782155124000.0,-681782152813000.0,-681782111221000.0,2.0,1067837153720000.0,2.6175466018599997e-14,41,0.125018050542,0.00779943176577,0.249999500615,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682122987844000.0,56662312.0136,-682122987844000.0,-682122947778000.0,-682123027910000.0,-682123023903000.0,-682122951784000.0,2.0,3210617602720000.0,2.6175466018599997e-14,47,0.25,0.00782666313177,0.249999500615,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905058788000.0,22936278.058,-715905058788000.0,-715905042569000.0,-715905075006000.0,-715905073384000.0,-715905044191000.0,2.0,526072851154000.0,2.6175466018599997e-14,16,0.125018050542,0.00389970030317,0.124999250922,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716245911168000.0,77828233.8704,-716245911168000.0,-716245856136000.0,-716245966201000.0,-716245960698000.0,-716245861639000.0,2.0,6057233987380000.0,2.6175466018599997e-14,22,0.25,0.00391331593177,0.124999250922,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818618959222000.0,14544634.8573,-818618959222000.0,-818618948937000.0,-818618969506000.0,-818618968478000.0,-818618949966000.0,2.0,211546403133000.0,2.6175466018599997e-14,121,0.125018050542,0.00195695615214,0.125000249693,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742153427000.0,18859935.716,-852742153427000.0,-852742140091000.0,-852742166763000.0,-852742165429000.0,-852742141425000.0,2.0,355697175210000.0,2.6175466018599997e-14,96,0.125018050542,0.00391391230429,0.250000499385,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865378012000.0,94989152.2392,-886865378012000.0,-886865310844000.0,-886865445179000.0,-886865438462000.0,-886865317561000.0,2.0,9022939043120000.0,2.6175466018599997e-14,71,0.125018050542,0.00391391230429,0.250000499385,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988630139000.0,101966493.754,-920988630139000.0,-920988558038000.0,-920988702240000.0,-920988695030000.0,-920988565248000.0,2.0,1.03971658486e+16,2.6175466018599997e-14,46,0.125018050542,0.00391389666791,0.249999500615,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111545612000.0,23825437.8769,-955111545612000.0,-955111528765000.0,-955111562459000.0,-955111560774000.0,-955111530450000.0,2.0,567651490026000.0,2.6175466018599997e-14,21,0.125018050542,0.00195694051577,0.124999250922,0.125226860254
