smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111151290000.0,3171715.4241,-196111151290000.0,-196111149047000.0,-196111153533000.0,-196111153308000.0,-196111149272000.0,2.0,10059778731500.0,1.83230531396e-13,112,0.249546279492,0.125001398296,0.00779840846903,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275857847000.0,6708367.44263,-199275857847000.0,-199275853103000.0,-199275862591000.0,-199275862116000.0,-199275853578000.0,2.0,45002193745300.0,1.83230531396e-13,93,0.249546279492,0.250003495741,0.0155946083013,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641160886000.0,6964970.96925,-199641160886000.0,-199641155961000.0,-199641165811000.0,-199641165318000.0,-199641156454000.0,2.0,48510820602500.0,1.83230531396e-13,99,0.125226860254,0.250003495741,0.00782678820604,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151366715000.0,1967416.05566,-200151366715000.0,-200151365324000.0,-200151368106000.0,-200151367967000.0,-200151365463000.0,2.0,3870725936080.0,1.83230531396e-13,81,0.250453720508,0.250003495741,0.00782791842816,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455228716000.0,1913190.64407,-200455228716000.0,-200455227363000.0,-200455230068000.0,-200455229933000.0,-200455227498000.0,2.0,3660298440560.0,1.83230531396e-13,87,0.249546279492,0.250003495741,0.0155968605555,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203619959407000.0,2234454.20237,-203619959407000.0,-203619957827000.0,-203619960987000.0,-203619960829000.0,-203619957985000.0,2.0,4992785582510.0,1.83230531396e-13,68,0.249546279492,0.250003495741,0.0155946083013,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985260559000.0,1332672.0634,-203985260559000.0,-203985259617000.0,-203985261502000.0,-203985261407000.0,-203985259711000.0,2.0,1776014828560.0,1.83230531396e-13,74,0.125226860254,0.250003495741,0.00782678820604,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495469601000.0,1981639.59696,-204495469601000.0,-204495468200000.0,-204495471002000.0,-204495470862000.0,-204495468340000.0,2.0,3926895492220.0,1.83230531396e-13,56,0.250453720508,0.250003495741,0.00782791842816,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799330261000.0,1410002.6752,-204799330261000.0,-204799329264000.0,-204799331258000.0,-204799331159000.0,-204799329364000.0,2.0,1988107544070.0,1.83230531396e-13,62,0.249546279492,0.250003495741,0.0155968605555,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964042761000.0,379250.291837,-207964042761000.0,-207964042492000.0,-207964043029000.0,-207964043002000.0,-207964042519000.0,2.0,143830783859.0,1.83230531396e-13,43,0.249546279492,0.249996504259,0.0155941721897,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329338276000.0,1369815.45453,-208329338276000.0,-208329337308000.0,-208329339245000.0,-208329339148000.0,-208329337405000.0,2.0,1876394379480.0,1.83230531396e-13,49,0.125226860254,0.249996504259,0.00782656932572,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839547172000.0,1272710.75627,-208839547172000.0,-208839546272000.0,-208839548072000.0,-208839547982000.0,-208839546362000.0,2.0,1619792669130.0,1.83230531396e-13,31,0.250453720508,0.249996504259,0.00782769951624,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143406800000.0,5203714.98923,-209143406800000.0,-209143403121000.0,-209143410480000.0,-209143410112000.0,-209143403489000.0,2.0,27078649689200.0,1.83230531396e-13,37,0.249546279492,0.249996504259,0.015596424381,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307902713000.0,2177586.84097,-212307902713000.0,-212307901173000.0,-212307904253000.0,-212307904099000.0,-212307901327000.0,2.0,4741884449980.0,1.83230531396e-13,18,0.249546279492,0.124995105963,0.00779688984465,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673201482000.0,4351224.55687,-212673201482000.0,-212673198405000.0,-212673204559000.0,-212673204251000.0,-212673198713000.0,2.0,18933155144300.0,1.83230531396e-13,24,0.125226860254,0.124995105963,0.00391318616671,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183406248000.0,643737.351961,-213183406248000.0,-213183405793000.0,-213183406704000.0,-213183406658000.0,-213183405839000.0,2.0,414397778310.0,1.83230531396e-13,6,0.250453720508,0.124995105963,0.00391375124775,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487264403000.0,3757910.06139,-213487264403000.0,-213487261746000.0,-213487267061000.0,-213487266795000.0,-213487262012000.0,2.0,14121888029500.0,1.83230531396e-13,12,0.249546279492,0.124995105963,0.00779801591193,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732855520000.0,4496872.31243,-407732855520000.0,-407732852340000.0,-407732858700000.0,-407732858382000.0,-407732852658000.0,2.0,20221860594300.0,1.83230531396e-13,117,0.249546279492,0.125001398296,0.00779840846903,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098166153000.0,3709038.37621,-408098166153000.0,-408098163531000.0,-408098168776000.0,-408098168514000.0,-408098163793000.0,2.0,13756965676200.0,1.83230531396e-13,123,0.125226860254,0.125001398296,0.00391281804952,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973680723000.0,1684337.54517,-408973680723000.0,-408973679532000.0,-408973681914000.0,-408973681795000.0,-408973679651000.0,2.0,2836992966080.0,1.83230531396e-13,111,0.249546279492,0.125001398296,0.0038997672965,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412076931443000.0,2190194.75376,-412076931443000.0,-412076929894000.0,-412076932992000.0,-412076932837000.0,-412076930049000.0,2.0,4796953059380.0,1.83230531396e-13,92,0.249546279492,0.250003495741,0.0155968605555,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442247882000.0,5737660.42371,-412442247882000.0,-412442243825000.0,-412442251940000.0,-412442251534000.0,-412442244231000.0,2.0,32920747137800.0,1.83230531396e-13,98,0.125226860254,0.250003495741,0.00782565798392,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317756091000.0,1783961.95216,-413317756091000.0,-413317754830000.0,-413317757352000.0,-413317757226000.0,-413317754956000.0,2.0,3182520246750.0,1.83230531396e-13,86,0.249546279492,0.250003495741,0.00779955640487,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421031382000.0,90667.3969983,-416421031382000.0,-416421031317000.0,-416421031446000.0,-416421031439000.0,-416421031324000.0,2.0,8220576878.44,1.83230531396e-13,67,0.249546279492,0.250003495741,0.0155968605555,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786348692000.0,2765144.51498,-416786348692000.0,-416786346736000.0,-416786350647000.0,-416786350451000.0,-416786346932000.0,2.0,7646024188700.0,1.83230531396e-13,73,0.125226860254,0.250003495741,0.00782565798392,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661857702000.0,2582982.18507,-417661857702000.0,-417661855876000.0,-417661859529000.0,-417661859346000.0,-417661856059000.0,2.0,6671796968410.0,1.83230531396e-13,61,0.249546279492,0.250003495741,0.00779955640487,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765110123000.0,1088552.66168,-420765110123000.0,-420765109353000.0,-420765110892000.0,-420765110815000.0,-420765109430000.0,2.0,1184946897240.0,1.83230531396e-13,42,0.249546279492,0.249996504259,0.015596424381,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130417141000.0,3907038.17444,-421130417141000.0,-421130414378000.0,-421130419903000.0,-421130419627000.0,-421130414654000.0,2.0,15264947296500.0,1.83230531396e-13,48,0.125226860254,0.249996504259,0.0078254391352,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422005940338000.0,3056304.65935,-422005940338000.0,-422005938177000.0,-422005942499000.0,-422005942283000.0,-422005938393000.0,2.0,9340998170780.0,1.83230531396e-13,36,0.249546279492,0.249996504259,0.0077993382861,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425108971459000.0,1177814.59556,-425108971459000.0,-425108970626000.0,-425108972292000.0,-425108972209000.0,-425108970710000.0,2.0,1387247221510.0,1.83230531396e-13,17,0.249546279492,0.124995105963,0.00779801591193,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474277286000.0,43558.3964395,-425474277286000.0,-425474277255000.0,-425474277317000.0,-425474277314000.0,-425474277258000.0,2.0,1897333900.38,1.83230531396e-13,23,0.125226860254,0.124995105963,0.00391262108568,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349795147000.0,1934515.06214,-426349795147000.0,-426349793779000.0,-426349796515000.0,-426349796378000.0,-426349793916000.0,2.0,3742348525660.0,1.83230531396e-13,11,0.249546279492,0.124995105963,0.00389957098961,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595385345000.0,237217.177749,-620595385345000.0,-620595385177000.0,-620595385513000.0,-620595385496000.0,-620595385194000.0,2.0,56271989419.0,1.83230531396e-13,116,0.249546279492,0.125001398296,0.0038997672965,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899237261000.0,1948979.41749,-620899237261000.0,-620899235883000.0,-620899238639000.0,-620899238502000.0,-620899236021000.0,2.0,3798520769800.0,1.83230531396e-13,122,0.125226860254,0.125001398296,0.003913383159,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939463047000.0,602117.776025,-624939463047000.0,-624939462621000.0,-624939463473000.0,-624939463430000.0,-624939462664000.0,2.0,362545816205.0,1.83230531396e-13,91,0.249546279492,0.250003495741,0.00779955640487,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243315875000.0,4041538.3695,-625243315875000.0,-625243313018000.0,-625243318733000.0,-625243318447000.0,-625243313303000.0,2.0,16334032392200.0,1.83230531396e-13,97,0.125226860254,0.250003495741,0.00782678820604,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283566706000.0,2917071.0915,-629283566706000.0,-629283564643000.0,-629283568768000.0,-629283568562000.0,-629283564849000.0,2.0,8509303752840.0,1.83230531396e-13,66,0.249546279492,0.250003495741,0.00779955640487,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587415883000.0,15692028.8353,-629587415883000.0,-629587404787000.0,-629587426979000.0,-629587425870000.0,-629587405897000.0,2.0,246239768967000.0,1.83230531396e-13,72,0.125226860254,0.250003495741,0.00782678820604,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627643773000.0,252859.705574,-633627643773000.0,-633627643594000.0,-633627643952000.0,-633627643934000.0,-633627643612000.0,2.0,63938030702.8,1.83230531396e-13,41,0.249546279492,0.249996504259,0.0077993382861,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931493107000.0,5429950.40092,-633931493107000.0,-633931489267000.0,-633931496946000.0,-633931496562000.0,-633931489651000.0,2.0,29484361356500.0,1.83230531396e-13,47,0.125226860254,0.249996504259,0.00782656932572,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971503329000.0,2589942.90003,-637971503329000.0,-637971501497000.0,-637971505160000.0,-637971504977000.0,-637971501680000.0,2.0,6707804225440.0,1.83230531396e-13,16,0.249546279492,0.124995105963,0.00389957098961,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275349491000.0,4347032.89416,-638275349491000.0,-638275346417000.0,-638275352565000.0,-638275352258000.0,-638275346725000.0,2.0,18896694982900.0,1.83230531396e-13,22,0.125226860254,0.124995105963,0.00391318616671,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761768723000.0,2038694.82779,-833761768723000.0,-833761767282000.0,-833761770165000.0,-833761770021000.0,-833761767426000.0,2.0,4156276600860.0,1.83230531396e-13,121,0.125226860254,0.125001398296,0.00195697413424,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105849638000.0,4310055.8057,-838105849638000.0,-838105846591000.0,-838105852686000.0,-838105852381000.0,-838105846895000.0,2.0,18576581048200.0,1.83230531396e-13,96,0.125226860254,0.250003495741,0.00391395921408,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842449954242000.0,5544817.8646,-842449954242000.0,-842449950321000.0,-842449958162000.0,-842449957770000.0,-842449950713000.0,2.0,30745005151500.0,1.83230531396e-13,71,0.125226860254,0.250003495741,0.00391395921408,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794020729000.0,7995184.78031,-846794020729000.0,-846794015076000.0,-846794026383000.0,-846794025818000.0,-846794015641000.0,2.0,63922979671400.0,1.83230531396e-13,46,0.125226860254,0.249996504259,0.00391384975812,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137886825000.0,5793548.77367,-851137886825000.0,-851137882728000.0,-851137890921000.0,-851137890512000.0,-851137883138000.0,2.0,33565207392900.0,1.83230531396e-13,21,0.125226860254,0.124995105963,0.00195687562387,0.125018050542
