smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268672494373000.0,683949.873792,-268672494373000.0,-268672493889000.0,-268672494856000.0,-268672494808000.0,-268672493937000.0,2.0,467787429860.0,2.43433201164e-13,0.0156253674309,0.25,43,0.25,0.250005878895
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268672545698000.0,633914.909567,-268672545698000.0,-268672545250000.0,-268672546147000.0,-268672546102000.0,-268672545295000.0,2.0,401848112571.0,2.43433201164e-13,0.00781268371546,0.25,48,0.25,0.125002939447
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268672865360000.0,14179650.0471,-268672865360000.0,-268672855333000.0,-268672875387000.0,-268672874384000.0,-268672856336000.0,2.0,201062475457000.0,0.0,0.00390597442681,0.25,80,0.125,0.124991181658
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268672914354000.0,8632048.92178,-268672914354000.0,-268672908251000.0,-268672920458000.0,-268672919848000.0,-268672908861000.0,2.0,74512268588000.0,0.0,0.00781231628454,0.25,85,0.125,0.249994121105
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268672965413000.0,9705788.16043,-268672965413000.0,-268672958550000.0,-268672972276000.0,-268672971590000.0,-268672959236000.0,2.0,94202323815100.0,0.0,0.00781268371546,0.25,90,0.125,0.250005878895
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268673022525000.0,4419534.56327,-268673022525000.0,-268673019400000.0,-268673025651000.0,-268673025338000.0,-268673019713000.0,2.0,19532285755900.0,0.0,0.00781268371546,0.25,95,0.125,0.250005878895
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268673076583000.0,1975735.65308,-268673076583000.0,-268673075186000.0,-268673077980000.0,-268673077841000.0,-268673075326000.0,2.0,3903531370850.0,0.0,0.00390634185773,0.25,100,0.125,0.125002939447
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268675512055000.0,324764.797531,-268675512055000.0,-268675511825000.0,-268675512284000.0,-268675512261000.0,-268675511848000.0,2.0,105472173715.0,2.43433201164e-13,0.00390602456576,0.12500160456,2,0.25,0.124991181658
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268675561405000.0,2048628.02078,-268675561405000.0,-268675559956000.0,-268675562853000.0,-268675562708000.0,-268675560101000.0,2.0,4196876767540.0,2.43433201164e-13,0.00781241656715,0.12500160456,7,0.25,0.249994121105
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268675610778000.0,558132.463866,-268675610778000.0,-268675610383000.0,-268675611173000.0,-268675611133000.0,-268675610423000.0,2.0,311511847221.0,2.43433201164e-13,0.00781278400279,0.12500160456,12,0.25,0.250005878895
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268675663739000.0,1386788.8899,-268675663739000.0,-268675662759000.0,-268675664720000.0,-268675664622000.0,-268675662857000.0,2.0,1923183425160.0,2.43433201164e-13,0.00781278400279,0.12500160456,17,0.25,0.250005878895
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268675712130000.0,414000.457977,-268675712130000.0,-268675711838000.0,-268675712423000.0,-268675712394000.0,-268675711867000.0,2.0,171396379205.0,2.43433201164e-13,0.00390639200139,0.12500160456,22,0.25,0.125002939447
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268676055965000.0,8183526.40589,-268676055965000.0,-268676050179000.0,-268676061752000.0,-268676061173000.0,-268676050758000.0,2.0,66970104435900.0,2.43433201164e-13,0.00781194885362,0.25,54,0.25,0.124991181658
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268676104635000.0,4733860.82952,-268676104635000.0,-268676101288000.0,-268676107982000.0,-268676107648000.0,-268676101622000.0,2.0,22409438353300.0,2.43433201164e-13,0.0156246325691,0.25,59,0.25,0.249994121105
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268676158983000.0,3696290.23532,-268676158983000.0,-268676156369000.0,-268676161596000.0,-268676161335000.0,-268676156630000.0,2.0,13662561503700.0,2.43433201164e-13,0.0156253674309,0.25,64,0.25,0.250005878895
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268676205030000.0,7095551.67143,-268676205030000.0,-268676200013000.0,-268676210048000.0,-268676209546000.0,-268676200515000.0,2.0,50346853521900.0,2.43433201164e-13,0.0156253674309,0.25,69,0.25,0.250005878895
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-268676252203000.0,376142.535437,-268676252203000.0,-268676251937000.0,-268676252469000.0,-268676252442000.0,-268676251964000.0,2.0,141483206965.0,2.43433201164e-13,0.00781268371546,0.25,74,0.25,0.125002939447
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346401542000.0,1712452.11079,-537346401542000.0,-537346400331000.0,-537346402753000.0,-537346402632000.0,-537346400452000.0,2.0,2932492231760.0,2.43433201164e-13,0.00781194885362,0.25,29,0.25,0.124991181658
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346466554000.0,5992523.98151,-537346466554000.0,-537346462316000.0,-537346470791000.0,-537346470367000.0,-537346462740000.0,2.0,35910343669000.0,2.43433201164e-13,0.0156246325691,0.25,34,0.25,0.249994121105
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346514396000.0,4380866.7162,-537346514396000.0,-537346511299000.0,-537346517494000.0,-537346517184000.0,-537346511608000.0,2.0,19191993185100.0,2.43433201164e-13,0.0156253674309,0.25,39,0.25,0.250005878895
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346561138000.0,3287397.76205,-537346561138000.0,-537346558813000.0,-537346563462000.0,-537346563230000.0,-537346559046000.0,2.0,10806984045900.0,2.43433201164e-13,0.0156253674309,0.25,44,0.25,0.250005878895
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346610519000.0,2687458.09588,-537346610519000.0,-537346608618000.0,-537346612419000.0,-537346612229000.0,-537346608808000.0,2.0,7222431017100.0,2.43433201164e-13,0.00781268371546,0.25,49,0.25,0.125002939447
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537349587066000.0,2361804.48722,-537349587066000.0,-537349585396000.0,-537349588736000.0,-537349588569000.0,-537349585563000.0,2.0,5578120435850.0,2.43433201164e-13,0.00390602456576,0.12500160456,3,0.25,0.124991181658
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537349636568000.0,5242399.69638,-537349636568000.0,-537349632861000.0,-537349640275000.0,-537349639904000.0,-537349633232000.0,2.0,27482754576600.0,2.43433201164e-13,0.00781241656715,0.12500160456,8,0.25,0.249994121105
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537349687028000.0,4837577.13087,-537349687028000.0,-537349683607000.0,-537349690448000.0,-537349690106000.0,-537349683949000.0,2.0,23402152497100.0,2.43433201164e-13,0.00781278400279,0.12500160456,13,0.25,0.250005878895
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537349737924000.0,992142.187595,-537349737924000.0,-537349737223000.0,-537349738626000.0,-537349738556000.0,-537349737293000.0,2.0,984346120407.0,2.43433201164e-13,0.00781278400279,0.12500160456,18,0.25,0.250005878895
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537349787676000.0,22539.1170387,-537349787676000.0,-537349787660000.0,-537349787692000.0,-537349787690000.0,-537349787661000.0,2.0,508011796.883,2.43433201164e-13,0.00390639200139,0.12500160456,23,0.25,0.125002939447
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537350127738000.0,2413109.41522,-537350127738000.0,-537350126032000.0,-537350129444000.0,-537350129274000.0,-537350126202000.0,2.0,5823097049840.0,0.0,0.00390597442681,0.25,55,0.125,0.124991181658
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537350172879000.0,6942776.54467,-537350172879000.0,-537350167970000.0,-537350177788000.0,-537350177297000.0,-537350168461000.0,2.0,48202146149200.0,0.0,0.00781231628454,0.25,60,0.125,0.249994121105
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537350226279000.0,2841467.85317,-537350226279000.0,-537350224270000.0,-537350228289000.0,-537350228088000.0,-537350224471000.0,2.0,8073939560600.0,0.0,0.00781268371546,0.25,65,0.125,0.250005878895
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537350276229000.0,9065968.90924,-537350276229000.0,-537350269818000.0,-537350282640000.0,-537350281999000.0,-537350270460000.0,2.0,82191792263300.0,0.0,0.00781268371546,0.25,70,0.125,0.250005878895
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537350321653000.0,6632161.06432,-537350321653000.0,-537350316964000.0,-537350326343000.0,-537350325874000.0,-537350317432000.0,2.0,43985560383000.0,0.0,0.00390634185773,0.25,75,0.125,0.125002939447
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806020473651000.0,8129833.82136,-806020473651000.0,-806020467902000.0,-806020479399000.0,-806020478824000.0,-806020468477000.0,2.0,66094197962900.0,0.0,0.00390597442681,0.25,30,0.125,0.124991181658
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806020522034000.0,13043396.9563,-806020522034000.0,-806020512811000.0,-806020531257000.0,-806020530335000.0,-806020513733000.0,2.0,170130204159000.0,0.0,0.00781231628454,0.25,35,0.125,0.249994121105
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806020580419000.0,6795992.22544,-806020580419000.0,-806020575614000.0,-806020585225000.0,-806020584744000.0,-806020576094000.0,2.0,46185510328200.0,0.0,0.00781268371546,0.25,40,0.125,0.250005878895
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806020628939000.0,6355072.69844,-806020628939000.0,-806020624446000.0,-806020633433000.0,-806020632984000.0,-806020624895000.0,2.0,40386949002400.0,0.0,0.00781268371546,0.25,45,0.125,0.250005878895
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806020681592000.0,1565381.94365,-806020681592000.0,-806020680485000.0,-806020682699000.0,-806020682589000.0,-806020680596000.0,2.0,2450420629500.0,0.0,0.00390634185773,0.25,50,0.125,0.125002939447
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806023663516000.0,5002394.83853,-806023663516000.0,-806023659978000.0,-806023667053000.0,-806023666699000.0,-806023660332000.0,2.0,25023954120600.0,2.43433201164e-13,0.00390602456576,0.12500160456,4,0.25,0.124991181658
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806023711902000.0,11198918.7287,-806023711902000.0,-806023703984000.0,-806023719821000.0,-806023719029000.0,-806023704775000.0,2.0,125415780691000.0,2.43433201164e-13,0.00781241656715,0.12500160456,9,0.25,0.249994121105
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806023763970000.0,1956148.59637,-806023763970000.0,-806023762587000.0,-806023765353000.0,-806023765215000.0,-806023762725000.0,2.0,3826517331070.0,2.43433201164e-13,0.00781278400279,0.12500160456,14,0.25,0.250005878895
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806023810901000.0,7194076.81463,-806023810901000.0,-806023805814000.0,-806023815988000.0,-806023815479000.0,-806023806322000.0,2.0,51754741214800.0,2.43433201164e-13,0.00781278400279,0.12500160456,19,0.25,0.250005878895
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-806023862857000.0,3111271.95854,-806023862857000.0,-806023860657000.0,-806023865057000.0,-806023864837000.0,-806023860877000.0,2.0,9680013200000.0,2.43433201164e-13,0.00390639200139,0.12500160456,24,0.25,0.125002939447
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697719740000.0,9530177.04227,-1074697719740000.0,-1074697713000000.0,-1074697726480000.0,-1074697725800000.0,-1074697713670000.0,2.0,90824274457100.0,0.0,0.00195301228288,0.12500160456,5,0.125,0.124991181658
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697779990000.0,1021230.30667,-1074697779990000.0,-1074697779270000.0,-1074697780720000.0,-1074697780640000.0,-1074697779340000.0,2.0,1042911339260.0,0.0,0.00390620828358,0.12500160456,10,0.125,0.249994121105
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697815210000.0,3112450.61716,-1074697815210000.0,-1074697813010000.0,-1074697817410000.0,-1074697817190000.0,-1074697813230000.0,2.0,9687348844240.0,0.0,0.00390639200139,0.12500160456,15,0.125,0.250005878895
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697873850000.0,9171751.95112,-1074697873850000.0,-1074697867360000.0,-1074697880330000.0,-1074697879690000.0,-1074697868010000.0,2.0,84121033852900.0,0.0,0.00390639200139,0.12500160456,20,0.125,0.250005878895
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697931410000.0,11165109.567,-1074697931410000.0,-1074697923520000.0,-1074697939310000.0,-1074697938520000.0,-1074697924310000.0,2.0,124659671643000.0,0.0,0.0019531960007,0.12500160456,25,0.125,0.125002939447
