npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160012305000.0,5041646.95468,-235160012305000.0,-235160008740000.0,-235160015870000.0,-235160015514000.0,-235160009097000.0,2.0,25418204015600.0,0.125002383522,0.124987287705,0.00390592721826,0.25,1.21200144652e-13,106
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935413684000.0,2779530.97809,-240935413684000.0,-240935411718000.0,-240935415649000.0,-240935415452000.0,-240935411915000.0,2.0,7725792458160.0,0.124992849434,0.25,0.00781205308962,0.25,1.21200144652e-13,12
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935475817000.0,3461783.37576,-240935475817000.0,-240935473369000.0,-240935478265000.0,-240935478020000.0,-240935473614000.0,2.0,11983944140700.0,0.249995232956,0.25,0.0156247020597,0.25,1.21200144652e-13,37
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935528677000.0,4647154.0039,-240935528677000.0,-240935525391000.0,-240935531963000.0,-240935531634000.0,-240935525720000.0,2.0,21596040336000.0,0.250004767044,0.25,0.0156252979403,0.25,1.21200144652e-13,62
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935583733000.0,9721032.63133,-240935583733000.0,-240935576859000.0,-240935590607000.0,-240935589919000.0,-240935577546000.0,2.0,94498475419400.0,0.250004767044,0.25,0.0156252979403,0.25,1.21200144652e-13,87
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935639709000.0,912638.305196,-240935639709000.0,-240935639064000.0,-240935640355000.0,-240935640290000.0,-240935639129000.0,2.0,832908676112.0,0.125002383522,0.25,0.00781264897013,0.25,1.21200144652e-13,112
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658516428000.0,10434619.6042,-246658516428000.0,-246658509049000.0,-246658523806000.0,-246658523068000.0,-246658509787000.0,2.0,108881286285000.0,0.124992849434,0.250025424591,0.00781284756262,0.25,1.21200144652e-13,18
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658579613000.0,3200277.12427,-246658579613000.0,-246658577350000.0,-246658581876000.0,-246658581650000.0,-246658577576000.0,2.0,10241773672100.0,0.249995232956,0.250025424591,0.0156262910664,0.25,1.21200144652e-13,43
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658642879000.0,3067550.75077,-246658642879000.0,-246658640709000.0,-246658645048000.0,-246658644831000.0,-246658640926000.0,2.0,9409867608520.0,0.250004767044,0.250025424591,0.0156268870075,0.25,1.21200144652e-13,68
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658698732000.0,9617710.01169,-246658698732000.0,-246658691932000.0,-246658705533000.0,-246658704853000.0,-246658692612000.0,2.0,92500345868900.0,0.250004767044,0.250025424591,0.0156268870075,0.25,1.21200144652e-13,93
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658750221000.0,3350982.68206,-246658750221000.0,-246658747852000.0,-246658752591000.0,-246658752354000.0,-246658748089000.0,2.0,11229084935500.0,0.125002383522,0.250025424591,0.00781344350374,0.25,1.21200144652e-13,118
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381624473000.0,9655851.55034,-252381624473000.0,-252381617645000.0,-252381631300000.0,-252381630618000.0,-252381618328000.0,2.0,93235469162200.0,0.124992849434,0.25,0.00390602654481,0.125,1.21200144652e-13,24
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381683206000.0,1442678.38892,-252381683206000.0,-252381682185000.0,-252381684226000.0,-252381684124000.0,-252381682287000.0,2.0,2081320933850.0,0.249995232956,0.25,0.00781235102987,0.125,1.21200144652e-13,49
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381738301000.0,5509429.51249,-252381738301000.0,-252381734406000.0,-252381742197000.0,-252381741808000.0,-252381734795000.0,2.0,30353813553100.0,0.250004767044,0.25,0.00781264897013,0.125,1.21200144652e-13,74
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381805147000.0,6685446.99616,-252381805147000.0,-252381800419000.0,-252381809874000.0,-252381809401000.0,-252381800892000.0,2.0,44695201538500.0,0.250004767044,0.25,0.00781264897013,0.125,1.21200144652e-13,99
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381846110000.0,6340511.29269,-252381846110000.0,-252381841626000.0,-252381850593000.0,-252381850145000.0,-252381842075000.0,2.0,40202083452700.0,0.125002383522,0.25,0.00390632448506,0.125,1.21200144652e-13,124
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041707629000.0,5629161.38468,-499041707629000.0,-499041703649000.0,-499041711610000.0,-499041711212000.0,-499041704047000.0,2.0,31687457894800.0,0.124992849434,0.124987287705,0.0039056293083,0.25,1.21200144652e-13,11
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041767834000.0,2506331.0145,-499041767834000.0,-499041766062000.0,-499041769606000.0,-499041769429000.0,-499041766239000.0,2.0,6281695154240.0,0.249995232956,0.124987287705,0.00781155652656,0.25,1.21200144652e-13,36
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041813418000.0,3456973.06091,-499041813418000.0,-499041810973000.0,-499041815862000.0,-499041815618000.0,-499041811218000.0,2.0,11950662743900.0,0.250004767044,0.124987287705,0.00781185443652,0.25,1.21200144652e-13,61
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041877238000.0,171399.325002,-499041877238000.0,-499041877117000.0,-499041877359000.0,-499041877347000.0,-499041877129000.0,2.0,29377728611.3,0.250004767044,0.124987287705,0.00781185443652,0.25,1.21200144652e-13,86
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041935200000.0,1103680.68093,-499041935200000.0,-499041934420000.0,-499041935981000.0,-499041935902000.0,-499041934498000.0,2.0,1218111045460.0,0.125002383522,0.124987287705,0.00390592721826,0.25,1.21200144652e-13,111
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817330173000.0,928034.870347,-504817330173000.0,-504817329517000.0,-504817330829000.0,-504817330764000.0,-504817329582000.0,2.0,861248720580.0,0.124992849434,0.25,0.00781205308962,0.25,1.21200144652e-13,17
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817385263000.0,7524144.75834,-504817385263000.0,-504817379943000.0,-504817390584000.0,-504817390052000.0,-504817380475000.0,2.0,56612754344400.0,0.249995232956,0.25,0.0156247020597,0.25,1.21200144652e-13,42
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817430148000.0,6580494.58378,-504817430148000.0,-504817425495000.0,-504817434801000.0,-504817434336000.0,-504817425960000.0,2.0,43302908967100.0,0.250004767044,0.25,0.0156252979403,0.25,1.21200144652e-13,67
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817503061000.0,11049363.3022,-504817503061000.0,-504817495248000.0,-504817510874000.0,-504817510092000.0,-504817496029000.0,2.0,122088429383000.0,0.250004767044,0.25,0.0156252979403,0.25,1.21200144652e-13,92
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817552949000.0,12937821.9806,-504817552949000.0,-504817543801000.0,-504817562098000.0,-504817561183000.0,-504817544716000.0,2.0,167387237601000.0,0.125002383522,0.25,0.00781264897013,0.25,1.21200144652e-13,117
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540427016000.0,2853794.40374,-510540427016000.0,-510540424998000.0,-510540429034000.0,-510540428832000.0,-510540425200000.0,2.0,8144142498840.0,0.124992849434,0.250025424591,0.00390642378131,0.125,1.21200144652e-13,23
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540499306000.0,5955513.61484,-510540499306000.0,-510540495095000.0,-510540503517000.0,-510540503096000.0,-510540495516000.0,2.0,35468142416500.0,0.249995232956,0.250025424591,0.00781314553318,0.125,1.21200144652e-13,48
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540560076000.0,3136894.54728,-510540560076000.0,-510540557858000.0,-510540562294000.0,-510540562072000.0,-510540558080000.0,2.0,9840107400770.0,0.250004767044,0.250025424591,0.00781344350374,0.125,1.21200144652e-13,73
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540607609000.0,12143337.6167,-510540607609000.0,-510540599022000.0,-510540616195000.0,-510540615337000.0,-510540599881000.0,2.0,147460648473000.0,0.250004767044,0.250025424591,0.00781344350374,0.125,1.21200144652e-13,98
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540666035000.0,3255137.9155,-510540666035000.0,-510540663734000.0,-510540668337000.0,-510540668107000.0,-510540663964000.0,2.0,10595922848900.0,0.125002383522,0.250025424591,0.00390672175187,0.125,1.21200144652e-13,123
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923620855000.0,2651711.77096,-762923620855000.0,-762923618980000.0,-762923622730000.0,-762923622543000.0,-762923619168000.0,2.0,7031575316260.0,0.124992849434,0.124987287705,0.0039056293083,0.25,1.21200144652e-13,16
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923678951000.0,9168683.8148,-762923678951000.0,-762923672468000.0,-762923685435000.0,-762923684786000.0,-762923673116000.0,2.0,84064762895800.0,0.249995232956,0.124987287705,0.00781155652656,0.25,1.21200144652e-13,41
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923739857000.0,3267222.67975,-762923739857000.0,-762923737547000.0,-762923742167000.0,-762923741936000.0,-762923737778000.0,2.0,10674744039100.0,0.250004767044,0.124987287705,0.00781185443652,0.25,1.21200144652e-13,66
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923793282000.0,1223912.74278,-762923793282000.0,-762923792417000.0,-762923794147000.0,-762923794061000.0,-762923792503000.0,2.0,1497962401940.0,0.250004767044,0.124987287705,0.00781185443652,0.25,1.21200144652e-13,91
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923852010000.0,1635514.91553,-762923852010000.0,-762923850854000.0,-762923853167000.0,-762923853051000.0,-762923850969000.0,2.0,2674909038910.0,0.125002383522,0.124987287705,0.00390592721826,0.25,1.21200144652e-13,116
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699235334000.0,6866393.45595,-768699235334000.0,-768699230479000.0,-768699240189000.0,-768699239704000.0,-768699230964000.0,2.0,47147359092000.0,0.124992849434,0.25,0.00390602654481,0.125,1.21200144652e-13,22
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699296067000.0,18059886.7311,-768699296067000.0,-768699283296000.0,-768699308837000.0,-768699307560000.0,-768699284573000.0,2.0,326159508739000.0,0.249995232956,0.25,0.00781235102987,0.125,1.21200144652e-13,47
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699342953000.0,1429463.29238,-768699342953000.0,-768699341942000.0,-768699343964000.0,-768699343862000.0,-768699342043000.0,2.0,2043365304270.0,0.250004767044,0.25,0.00781264897013,0.125,1.21200144652e-13,72
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699413748000.0,6320826.80992,-768699413748000.0,-768699409278000.0,-768699418217000.0,-768699417770000.0,-768699409725000.0,2.0,39952851561000.0,0.250004767044,0.25,0.00781264897013,0.125,1.21200144652e-13,97
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699464264000.0,5254118.40029,-768699464264000.0,-768699460549000.0,-768699467980000.0,-768699467608000.0,-768699460921000.0,2.0,27605760164200.0,0.125002383522,0.25,0.00390632448506,0.125,1.21200144652e-13,122
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805530710000.0,705992.292511,-1026805530710000.0,-1026805530220000.0,-1026805531210000.0,-1026805531160000.0,-1026805530270000.0,2.0,498425117085.0,0.124992849434,0.124987287705,0.00195281465415,0.125,1.21200144652e-13,21
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805584190000.0,8693375.03338,-1026805584190000.0,-1026805578050000.0,-1026805590340000.0,-1026805589730000.0,-1026805578660000.0,2.0,75574769471000.0,0.249995232956,0.124987287705,0.00390577826328,0.125,1.21200144652e-13,46
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805648250000.0,2029779.89066,-1026805648250000.0,-1026805646810000.0,-1026805649680000.0,-1026805649540000.0,-1026805646950000.0,2.0,4120006404520.0,0.250004767044,0.124987287705,0.00390592721826,0.125,1.21200144652e-13,71
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805697240000.0,14010924.7126,-1026805697240000.0,-1026805687340000.0,-1026805707150000.0,-1026805706160000.0,-1026805688330000.0,2.0,196306011303000.0,0.250004767044,0.124987287705,0.00390592721826,0.125,1.21200144652e-13,96
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805757930000.0,71606.5824104,-1026805757930000.0,-1026805757880000.0,-1026805757990000.0,-1026805757980000.0,-1026805757890000.0,2.0,5127502644.5,0.125002383522,0.124987287705,0.00195296360913,0.125,1.21200144652e-13,121
