npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288913119000.0,23393236.6672,-296288913119000.0,-296288896578000.0,-296288929661000.0,-296288928006000.0,-296288898232000.0,2.0,547243521766000.0,0.00390603549646,80,0.124993135887,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288949186000.0,46276370.1705,-296288949186000.0,-296288916464000.0,-296288981909000.0,-296288978636000.0,-296288919736000.0,2.0,2141502436160000.0,0.00781207099292,54,0.124993135887,0.25,0.25,1.17734560967e-13
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288991035000.0,75100.838958,-296288991035000.0,-296288990982000.0,-296288991088000.0,-296288991082000.0,-296288990987000.0,2.0,5640136012.2,0.00390603549646,2,0.124993135887,0.25,0.125,1.17734560967e-13
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288999309000.0,83002562.2531,-296288999309000.0,-296288940618000.0,-296289058001000.0,-296289052132000.0,-296288946487000.0,2.0,6889425340570000.0,0.00781207099292,28,0.124993135887,0.25,0.25,1.17734560967e-13
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289036885000.0,63744122.3684,-296289036885000.0,-296288991811000.0,-296289081959000.0,-296289077452000.0,-296288996319000.0,2.0,4063313136520000.0,0.0156246745464,33,0.249994792742,0.25,0.25,1.17734560967e-13
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289047222000.0,53850952.6788,-296289047222000.0,-296289009144000.0,-296289085300000.0,-296289081492000.0,-296289012951000.0,2.0,2899925104410000.0,0.0156246745464,59,0.249994792742,0.25,0.25,1.17734560967e-13
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289047752000.0,2617932.04259,-296289047752000.0,-296289045900000.0,-296289049603000.0,-296289049418000.0,-296289046086000.0,2.0,6853568179610.0,0.00781233727318,7,0.249994792742,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289066048000.0,2222836.61474,-296289066048000.0,-296289064476000.0,-296289067620000.0,-296289067463000.0,-296289064633000.0,2.0,4941002615810.0,0.0156252662803,64,0.250004260484,0.25,0.25,1.17734560967e-13
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289091700000.0,11591241.3699,-296289091700000.0,-296289083504000.0,-296289099896000.0,-296289099077000.0,-296289084324000.0,2.0,134356876494000.0,0.00781233727318,85,0.249994792742,0.125,0.25,1.17734560967e-13
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289098607000.0,21908085.136,-296289098607000.0,-296289083115000.0,-296289114098000.0,-296289112549000.0,-296289084664000.0,2.0,479964194328000.0,0.00781263314013,90,0.250004260484,0.125,0.25,1.17734560967e-13
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289115935000.0,5776163.97893,-296289115935000.0,-296289111851000.0,-296289120019000.0,-296289119611000.0,-296289112259000.0,2.0,33364070311500.0,0.00781263314013,12,0.250004260484,0.25,0.125,1.17734560967e-13
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289150761000.0,49612260.7411,-296289150761000.0,-296289115680000.0,-296289185842000.0,-296289182334000.0,-296289119188000.0,2.0,2461376415840000.0,0.0156252662803,38,0.250004260484,0.25,0.25,1.17734560967e-13
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289156682000.0,111580366.872,-296289156682000.0,-296289077783000.0,-296289235581000.0,-296289227691000.0,-296289085673000.0,2.0,1.24501782713e+16,0.00781266272682,95,0.250005207258,0.125,0.25,1.17734560967e-13
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289187299000.0,2045561.8953,-296289187299000.0,-296289185853000.0,-296289188746000.0,-296289188601000.0,-296289185998000.0,2.0,4184323467480.0,0.0156253254536,43,0.250005207258,0.25,0.25,1.17734560967e-13
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289196952000.0,7463228.92335,-296289196952000.0,-296289191674000.0,-296289202229000.0,-296289201701000.0,-296289192202000.0,2.0,55699785962400.0,0.00781266272682,17,0.250005207258,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289199088000.0,103625624.578,-296289199088000.0,-296289125813000.0,-296289272362000.0,-296289265035000.0,-296289133141000.0,2.0,1.07382700692e+16,0.00390633136341,100,0.125002603629,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289219438000.0,101047997.975,-296289219438000.0,-296289147986000.0,-296289290889000.0,-296289283744000.0,-296289155131000.0,2.0,1.02106978948e+16,0.0156253254536,69,0.250005207258,0.25,0.25,1.17734560967e-13
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289238634000.0,24469774.6565,-296289238634000.0,-296289221331000.0,-296289255937000.0,-296289254207000.0,-296289223062000.0,2.0,598769871742000.0,0.00781266272682,48,0.125002603629,0.25,0.25,1.17734560967e-13
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289253897000.0,17503952.5296,-296289253897000.0,-296289241520000.0,-296289266274000.0,-296289265037000.0,-296289242758000.0,2.0,306388354159000.0,0.00390633136341,22,0.125002603629,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289273966000.0,52625920.8069,-296289273966000.0,-296289236754000.0,-296289311178000.0,-296289307457000.0,-296289240475000.0,2.0,2769487540770000.0,0.00781266272682,74,0.125002603629,0.25,0.25,1.17734560967e-13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406417503000.0,50569753.5915,-592406417503000.0,-592406381745000.0,-592406453262000.0,-592406449686000.0,-592406385321000.0,2.0,2557299978310000.0,0.00390603549646,55,0.124993135887,0.125,0.25,1.17734560967e-13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406485590000.0,32990175.6823,-592406485590000.0,-592406462263000.0,-592406508918000.0,-592406506585000.0,-592406464595000.0,2.0,1088351691550000.0,0.00781233727318,60,0.249994792742,0.125,0.25,1.17734560967e-13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406515960000.0,28666823.2639,-592406515960000.0,-592406495690000.0,-592406536231000.0,-592406534204000.0,-592406497717000.0,2.0,821786756045000.0,0.00390603549646,3,0.124993135887,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406538431000.0,25877775.7113,-592406538431000.0,-592406520133000.0,-592406556729000.0,-592406554899000.0,-592406521962000.0,2.0,669659275765000.0,0.00781207099292,29,0.124993135887,0.25,0.25,1.17734560967e-13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406557193000.0,16321638.1275,-592406557193000.0,-592406545652000.0,-592406568734000.0,-592406567580000.0,-592406546806000.0,2.0,266395871164000.0,0.00781233727318,8,0.249994792742,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406566630000.0,76137335.6117,-592406566630000.0,-592406512793000.0,-592406620468000.0,-592406615084000.0,-592406518177000.0,2.0,5796893874050000.0,0.00781263314013,65,0.250004260484,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406590027000.0,58383877.7585,-592406590027000.0,-592406548743000.0,-592406631311000.0,-592406627182000.0,-592406552872000.0,2.0,3408677182120000.0,0.0156246745464,34,0.249994792742,0.25,0.25,1.17734560967e-13
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406607537000.0,23855917.5379,-592406607537000.0,-592406590668000.0,-592406624405000.0,-592406622718000.0,-592406592355000.0,2.0,569104801577000.0,0.0156252662803,39,0.250004260484,0.25,0.25,1.17734560967e-13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406619643000.0,74152220.4744,-592406619643000.0,-592406567210000.0,-592406672077000.0,-592406666833000.0,-592406572453000.0,2.0,5498551801290000.0,0.00781263314013,13,0.250004260484,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406661106000.0,48333375.3074,-592406661106000.0,-592406626929000.0,-592406695283000.0,-592406691865000.0,-592406630347000.0,2.0,2336115168610000.0,0.00781266272682,70,0.250005207258,0.125,0.25,1.17734560967e-13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406696831000.0,19360575.3604,-592406696831000.0,-592406683141000.0,-592406710521000.0,-592406709152000.0,-592406684510000.0,2.0,374831878285000.0,0.00781266272682,18,0.250005207258,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406706033000.0,19584542.6829,-592406706033000.0,-592406692185000.0,-592406719881000.0,-592406718497000.0,-592406693569000.0,2.0,383554312097000.0,0.0156253254536,44,0.250005207258,0.25,0.25,1.17734560967e-13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406714793000.0,38534011.3756,-592406714793000.0,-592406687546000.0,-592406742041000.0,-592406739316000.0,-592406690270000.0,2.0,1484870032690000.0,0.00390633136341,75,0.125002603629,0.125,0.25,1.17734560967e-13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406728238000.0,49342139.3215,-592406728238000.0,-592406693347000.0,-592406763128000.0,-592406759639000.0,-592406696836000.0,2.0,2434646712820000.0,0.00390633136341,23,0.125002603629,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406752072000.0,70485370.652,-592406752072000.0,-592406702231000.0,-592406801912000.0,-592406796928000.0,-592406707215000.0,2.0,4968187475950000.0,0.00781266272682,49,0.125002603629,0.25,0.25,1.17734560967e-13
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524016725000.0,84992672.481,-888524016725000.0,-888523956627000.0,-888524076824000.0,-888524070814000.0,-888523962636000.0,2.0,7223754375470000.0,0.00390603549646,4,0.124993135887,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524044441000.0,52324575.0103,-888524044441000.0,-888524007442000.0,-888524081440000.0,-888524077740000.0,-888524011142000.0,2.0,2737861150010000.0,0.00781233727318,35,0.249994792742,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524088992000.0,5636101.99129,-888524088992000.0,-888524085007000.0,-888524092977000.0,-888524092579000.0,-888524085405000.0,2.0,31765645656200.0,0.00781233727318,9,0.249994792742,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524101069000.0,17809611.0588,-888524101069000.0,-888524088475000.0,-888524113662000.0,-888524112403000.0,-888524089735000.0,2.0,317182246067000.0,0.00390603549646,30,0.124993135887,0.125,0.25,1.17734560967e-13
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524110937000.0,77072407.1668,-888524110937000.0,-888524056438000.0,-888524165435000.0,-888524159985000.0,-888524061888000.0,2.0,5940155946480000.0,0.00781263314013,40,0.250004260484,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524177772000.0,37037134.2021,-888524177772000.0,-888524151583000.0,-888524203962000.0,-888524201343000.0,-888524154202000.0,2.0,1371749309900000.0,0.00781263314013,14,0.250004260484,0.25,0.125,1.17734560967e-13
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524192900000.0,54596440.4205,-888524192900000.0,-888524154294000.0,-888524231505000.0,-888524227645000.0,-888524158155000.0,2.0,2980771306590000.0,0.00781266272682,19,0.250005207258,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524208436000.0,51067483.2264,-888524208436000.0,-888524172326000.0,-888524244547000.0,-888524240935000.0,-888524175937000.0,2.0,2607887843080000.0,0.00781266272682,45,0.250005207258,0.125,0.25,1.17734560967e-13
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524231899000.0,50616455.0776,-888524231899000.0,-888524196108000.0,-888524267690000.0,-888524264111000.0,-888524199687000.0,2.0,2562025524620000.0,0.00390633136341,50,0.125002603629,0.125,0.25,1.17734560967e-13
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524264523000.0,17734721.3796,-888524264523000.0,-888524251983000.0,-888524277064000.0,-888524275810000.0,-888524253237000.0,2.0,314520342414000.0,0.00390633136341,24,0.125002603629,0.25,0.125,1.17734560967e-13
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641481560000.0,56945866.871,-1184641481560000.0,-1184641441290000.0,-1184641521820000.0,-1184641517800000.0,-1184641445320000.0,2.0,3242831753680000.0,0.00195301774823,5,0.124993135887,0.125,0.125,1.17734560967e-13
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641591920000.0,67793196.9052,-1184641591920000.0,-1184641543980000.0,-1184641639860000.0,-1184641635060000.0,-1184641548780000.0,2.0,4595917546630000.0,0.00390616863659,10,0.249994792742,0.125,0.125,1.17734560967e-13
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641636110000.0,10642263.7644,-1184641636110000.0,-1184641628590000.0,-1184641643640000.0,-1184641642890000.0,-1184641629340000.0,2.0,113257778032000.0,0.00390633136341,20,0.250005207258,0.125,0.125,1.17734560967e-13
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641637020000.0,51623263.4111,-1184641637020000.0,-1184641600520000.0,-1184641673530000.0,-1184641669880000.0,-1184641604170000.0,2.0,2664961325220000.0,0.00390631657006,15,0.250004260484,0.125,0.125,1.17734560967e-13
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641767680000.0,26171043.3875,-1184641767680000.0,-1184641749170000.0,-1184641786180000.0,-1184641784330000.0,-1184641751020000.0,2.0,684923511988000.0,0.00195316568171,25,0.125002603629,0.125,0.125,1.17734560967e-13
