smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239424763569000.0,2310358.35883,-239424763569000.0,-239424761935000.0,-239424765202000.0,-239424765039000.0,-239424762098000.0,2.0,5337755746220.0,2.43433201164e-13,0.0156253674309,0.25,43,0.250005878895,0.25
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239424815462000.0,867065.825576,-239424815462000.0,-239424814848000.0,-239424816075000.0,-239424816013000.0,-239424814910000.0,2.0,751803145882.0,2.43433201164e-13,0.00781268371546,0.25,48,0.125002939447,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425097216000.0,2395659.65505,-239425097216000.0,-239425095522000.0,-239425098910000.0,-239425098741000.0,-239425095692000.0,2.0,5739185182830.0,0.0,0.00390597442681,0.25,80,0.124991181658,0.125
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425151817000.0,604368.739977,-239425151817000.0,-239425151389000.0,-239425152244000.0,-239425152201000.0,-239425151432000.0,2.0,365261573862.0,0.0,0.00781231628454,0.25,85,0.249994121105,0.125
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425193819000.0,3458188.3565,-239425193819000.0,-239425191374000.0,-239425196265000.0,-239425196020000.0,-239425191619000.0,2.0,11959066709000.0,0.0,0.00781268371546,0.25,90,0.250005878895,0.125
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425243781000.0,5977205.75053,-239425243781000.0,-239425239555000.0,-239425248008000.0,-239425247585000.0,-239425239977000.0,2.0,35726988584200.0,0.0,0.00781268371546,0.25,95,0.250005878895,0.125
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425297785000.0,1820411.60525,-239425297785000.0,-239425296498000.0,-239425299073000.0,-239425298944000.0,-239425296627000.0,2.0,3313898412540.0,0.0,0.00390634185773,0.25,100,0.125002939447,0.125
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427435681000.0,2214452.56012,-239427435681000.0,-239427434115000.0,-239427437247000.0,-239427437091000.0,-239427434272000.0,2.0,4903800141010.0,2.43433201164e-13,0.00390602456576,0.12500160456,2,0.124991181658,0.25
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427483394000.0,2138891.99127,-239427483394000.0,-239427481882000.0,-239427484907000.0,-239427484755000.0,-239427482033000.0,2.0,4574858950300.0,2.43433201164e-13,0.00781241656715,0.12500160456,7,0.249994121105,0.25
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427533101000.0,2455965.72092,-239427533101000.0,-239427531365000.0,-239427534838000.0,-239427534664000.0,-239427531538000.0,2.0,6031767622340.0,2.43433201164e-13,0.00781278400279,0.12500160456,12,0.250005878895,0.25
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427582290000.0,2116526.86669,-239427582290000.0,-239427580793000.0,-239427583786000.0,-239427583637000.0,-239427580943000.0,2.0,4479685977420.0,2.43433201164e-13,0.00781278400279,0.12500160456,17,0.250005878895,0.25
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427631744000.0,690386.269074,-239427631744000.0,-239427631255000.0,-239427632232000.0,-239427632183000.0,-239427631304000.0,2.0,476633200525.0,2.43433201164e-13,0.00390639200139,0.12500160456,22,0.125002939447,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427938915000.0,3111779.59492,-239427938915000.0,-239427936715000.0,-239427941116000.0,-239427940895000.0,-239427936935000.0,2.0,9683172247350.0,2.43433201164e-13,0.00781194885362,0.25,54,0.124991181658,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427983641000.0,1165545.05547,-239427983641000.0,-239427982817000.0,-239427984465000.0,-239427984383000.0,-239427982899000.0,2.0,1358495276330.0,2.43433201164e-13,0.0156246325691,0.25,59,0.249994121105,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239428039230000.0,1189809.53515,-239428039230000.0,-239428038389000.0,-239428040071000.0,-239428039987000.0,-239428038473000.0,2.0,1415646729930.0,2.43433201164e-13,0.0156253674309,0.25,64,0.250005878895,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239428082366000.0,2846653.97318,-239428082366000.0,-239428080354000.0,-239428084379000.0,-239428084178000.0,-239428080555000.0,2.0,8103438843000.0,2.43433201164e-13,0.0156253674309,0.25,69,0.250005878895,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239428129571000.0,3919278.12653,-239428129571000.0,-239428126800000.0,-239428132342000.0,-239428132065000.0,-239428127077000.0,2.0,15360741033100.0,2.43433201164e-13,0.00781268371546,0.25,74,0.125002939447,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850607164000.0,3075222.59418,-478850607164000.0,-478850604990000.0,-478850609339000.0,-478850609122000.0,-478850605207000.0,2.0,9456994003730.0,2.43433201164e-13,0.00781194885362,0.25,29,0.124991181658,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850652895000.0,3631827.04448,-478850652895000.0,-478850650327000.0,-478850655463000.0,-478850655206000.0,-478850650584000.0,2.0,13190167681000.0,2.43433201164e-13,0.0156246325691,0.25,34,0.249994121105,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850708536000.0,7218996.40665,-478850708536000.0,-478850703431000.0,-478850713640000.0,-478850713130000.0,-478850703941000.0,2.0,52113909119200.0,2.43433201164e-13,0.0156253674309,0.25,39,0.250005878895,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850758306000.0,2439862.7561,-478850758306000.0,-478850756581000.0,-478850760031000.0,-478850759859000.0,-478850756753000.0,2.0,5952930268580.0,2.43433201164e-13,0.0156253674309,0.25,44,0.250005878895,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850803632000.0,5737304.79319,-478850803632000.0,-478850799575000.0,-478850807688000.0,-478850807283000.0,-478850799980000.0,2.0,32916666290000.0,2.43433201164e-13,0.00781268371546,0.25,49,0.125002939447,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853430186000.0,2825.99644553,-478853430186000.0,-478853430184000.0,-478853430188000.0,-478853430188000.0,-478853430184000.0,2.0,7986255.91016,2.43433201164e-13,0.00390602456576,0.12500160456,3,0.124991181658,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853478952000.0,3592922.11777,-478853478952000.0,-478853476412000.0,-478853481493000.0,-478853481239000.0,-478853476666000.0,2.0,12909089344400.0,2.43433201164e-13,0.00781241656715,0.12500160456,8,0.249994121105,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853531540000.0,4754911.57518,-478853531540000.0,-478853528178000.0,-478853534902000.0,-478853534566000.0,-478853528514000.0,2.0,22609184087800.0,2.43433201164e-13,0.00781278400279,0.12500160456,13,0.250005878895,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853578569000.0,4298648.27297,-478853578569000.0,-478853575529000.0,-478853581608000.0,-478853581304000.0,-478853575833000.0,2.0,18478376974700.0,2.43433201164e-13,0.00781278400279,0.12500160456,18,0.250005878895,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853625838000.0,951107.145899,-478853625838000.0,-478853625165000.0,-478853626510000.0,-478853626443000.0,-478853625233000.0,2.0,904604802980.0,2.43433201164e-13,0.00390639200139,0.12500160456,23,0.125002939447,0.25
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853916572000.0,6983670.91631,-478853916572000.0,-478853911633000.0,-478853921510000.0,-478853921016000.0,-478853912127000.0,2.0,48771659467400.0,0.0,0.00390597442681,0.25,55,0.124991181658,0.125
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853974865000.0,766114.090776,-478853974865000.0,-478853974323000.0,-478853975406000.0,-478853975352000.0,-478853974377000.0,2.0,586930800085.0,0.0,0.00781231628454,0.25,60,0.249994121105,0.125
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478854020375000.0,4131205.96171,-478854020375000.0,-478854017454000.0,-478854023297000.0,-478854023004000.0,-478854017746000.0,2.0,17066862698000.0,0.0,0.00781268371546,0.25,65,0.250005878895,0.125
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478854069951000.0,6853340.70672,-478854069951000.0,-478854065105000.0,-478854074797000.0,-478854074313000.0,-478854065590000.0,2.0,46968278842300.0,0.0,0.00781268371546,0.25,70,0.250005878895,0.125
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478854117343000.0,2142189.71632,-478854117343000.0,-478854115828000.0,-478854118858000.0,-478854118707000.0,-478854115980000.0,2.0,4588976780720.0,0.0,0.00390634185773,0.25,75,0.125002939447,0.125
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276601135000.0,1729717.00674,-718276601135000.0,-718276599912000.0,-718276602358000.0,-718276602236000.0,-718276600035000.0,2.0,2991920923410.0,0.0,0.00390597442681,0.25,30,0.124991181658,0.125
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276641208000.0,2574737.98292,-718276641208000.0,-718276639387000.0,-718276643028000.0,-718276642846000.0,-718276639569000.0,2.0,6629275680680.0,0.0,0.00781231628454,0.25,35,0.249994121105,0.125
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276695729000.0,1148638.30911,-718276695729000.0,-718276694916000.0,-718276696541000.0,-718276696460000.0,-718276694998000.0,2.0,1319369965150.0,0.0,0.00781268371546,0.25,40,0.250005878895,0.125
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276735859000.0,11367552.0287,-718276735859000.0,-718276727821000.0,-718276743897000.0,-718276743093000.0,-718276728625000.0,2.0,129221239126000.0,0.0,0.00781268371546,0.25,45,0.250005878895,0.125
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276794738000.0,1674789.30553,-718276794738000.0,-718276793554000.0,-718276795923000.0,-718276795804000.0,-718276793672000.0,2.0,2804919217920.0,0.0,0.00390634185773,0.25,50,0.125002939447,0.125
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279430235000.0,1752034.71097,-718279430235000.0,-718279428996000.0,-718279431474000.0,-718279431350000.0,-718279429120000.0,2.0,3069625628440.0,2.43433201164e-13,0.00390602456576,0.12500160456,4,0.124991181658,0.25
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279473897000.0,5879584.75384,-718279473897000.0,-718279469740000.0,-718279478055000.0,-718279477639000.0,-718279470155000.0,2.0,34569516877600.0,2.43433201164e-13,0.00781241656715,0.12500160456,9,0.249994121105,0.25
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279522557000.0,954760.413084,-718279522557000.0,-718279521882000.0,-718279523232000.0,-718279523164000.0,-718279521949000.0,2.0,911567446392.0,2.43433201164e-13,0.00781278400279,0.12500160456,14,0.250005878895,0.25
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279571467000.0,1389081.66154,-718279571467000.0,-718279570484000.0,-718279572449000.0,-718279572351000.0,-718279570583000.0,2.0,1929547862440.0,2.43433201164e-13,0.00781278400279,0.12500160456,19,0.250005878895,0.25
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279619751000.0,439524.582098,-718279619751000.0,-718279619440000.0,-718279620062000.0,-718279620031000.0,-718279619471000.0,2.0,193181858269.0,2.43433201164e-13,0.00390639200139,0.12500160456,24,0.125002939447,0.25
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705408179000.0,2583383.07042,-957705408179000.0,-957705406352000.0,-957705410006000.0,-957705409823000.0,-957705406535000.0,2.0,6673868088560.0,0.0,0.00195301228288,0.12500160456,5,0.124991181658,0.125
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705459437000.0,1025501.32002,-957705459437000.0,-957705458711000.0,-957705460162000.0,-957705460089000.0,-957705458784000.0,2.0,1051652957360.0,0.0,0.00390620828358,0.12500160456,10,0.249994121105,0.125
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705503626000.0,5204527.76429,-957705503626000.0,-957705499946000.0,-957705507306000.0,-957705506938000.0,-957705500314000.0,2.0,27087109249200.0,0.0,0.00390639200139,0.12500160456,15,0.250005878895,0.125
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705561318000.0,1440478.51343,-957705561318000.0,-957705560299000.0,-957705562336000.0,-957705562234000.0,-957705560401000.0,2.0,2074978347650.0,0.0,0.00390639200139,0.12500160456,20,0.250005878895,0.125
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705605784000.0,3683784.58785,-957705605784000.0,-957705603179000.0,-957705608389000.0,-957705608129000.0,-957705603440000.0,2.0,13570268889700.0,0.0,0.0019531960007,0.12500160456,25,0.125002939447,0.125
