smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111492068000.0,1801341.62037,-196111492068000.0,-196111490795000.0,-196111493342000.0,-196111493215000.0,-196111490922000.0,2.0,3244831633290.0,0.25,0.00779840846903,112,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199276116607000.0,455330.98192,-199276116607000.0,-199276116285000.0,-199276116929000.0,-199276116897000.0,-199276116318000.0,2.0,207326303096.0,0.249963898917,0.0155946083013,93,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641342183000.0,3155150.05563,-199641342183000.0,-199641339952000.0,-199641344414000.0,-199641344191000.0,-199641340175000.0,2.0,9954971873570.0,0.25,0.00782678820604,99,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151761631000.0,2127587.38677,-200151761631000.0,-200151760126000.0,-200151763135000.0,-200151762985000.0,-200151760277000.0,2.0,4526628088330.0,0.125018050542,0.00782791842816,81,0.250453720508,1.83230531396e-13,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455550169000.0,1045950.36199,-200455550169000.0,-200455549429000.0,-200455550908000.0,-200455550834000.0,-200455549503000.0,2.0,1094012159750.0,0.25,0.0155968605555,87,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203620192953000.0,55921.1199455,-203620192953000.0,-203620192913000.0,-203620192992000.0,-203620192988000.0,-203620192917000.0,2.0,3127171655.96,0.249963898917,0.0155946083013,68,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985425293000.0,2341691.14419,-203985425293000.0,-203985423637000.0,-203985426949000.0,-203985426783000.0,-203985423803000.0,2.0,5483517414770.0,0.25,0.00782678820604,74,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495843532000.0,596524.539288,-204495843532000.0,-204495843110000.0,-204495843954000.0,-204495843911000.0,-204495843152000.0,2.0,355841525973.0,0.125018050542,0.00782791842816,56,0.250453720508,1.83230531396e-13,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799632065000.0,2663340.69441,-204799632065000.0,-204799630182000.0,-204799633948000.0,-204799633760000.0,-204799630370000.0,2.0,7093383654480.0,0.25,0.0155968605555,62,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964250985000.0,2976596.86504,-207964250985000.0,-207964248881000.0,-207964253090000.0,-207964252880000.0,-207964249091000.0,2.0,8860128896940.0,0.249963898917,0.0155941721897,43,0.249546279492,1.83230531396e-13,0.249996504259
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329482446000.0,6213559.573,-208329482446000.0,-208329478053000.0,-208329486840000.0,-208329486401000.0,-208329478492000.0,2.0,38608322567200.0,0.25,0.00782656932572,49,0.125226860254,1.83230531396e-13,0.249996504259
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839900270000.0,1129935.02539,-208839900270000.0,-208839899471000.0,-208839901069000.0,-208839900989000.0,-208839899551000.0,2.0,1276753161590.0,0.125018050542,0.00782769951624,31,0.250453720508,1.83230531396e-13,0.249996504259
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143687523000.0,4280304.77401,-209143687523000.0,-209143684496000.0,-209143690550000.0,-209143690247000.0,-209143684799000.0,2.0,18321008958400.0,0.25,0.015596424381,37,0.249546279492,1.83230531396e-13,0.249996504259
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212308085719000.0,3273430.85632,-212308085719000.0,-212308083404000.0,-212308088034000.0,-212308087802000.0,-212308083636000.0,2.0,10715349571100.0,0.249963898917,0.00779688984465,18,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673311002000.0,237800.496649,-212673311002000.0,-212673310834000.0,-212673311170000.0,-212673311153000.0,-212673310850000.0,2.0,56549076206.5,0.25,0.00391318616671,24,0.125226860254,1.83230531396e-13,0.124995105963
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183739308000.0,2906213.55526,-213183739308000.0,-213183737253000.0,-213183741363000.0,-213183741158000.0,-213183737459000.0,2.0,8446077228770.0,0.125018050542,0.00391375124775,6,0.250453720508,1.83230531396e-13,0.124995105963
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487526466000.0,2215259.30266,-213487526466000.0,-213487524900000.0,-213487528033000.0,-213487527876000.0,-213487525057000.0,2.0,4907373778040.0,0.25,0.00779801591193,12,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407733175042000.0,3235797.48438,-407733175042000.0,-407733172754000.0,-407733177330000.0,-407733177101000.0,-407733172982000.0,2.0,10470385359900.0,0.25,0.00779840846903,117,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098420241000.0,5112935.69259,-408098420241000.0,-408098416626000.0,-408098423857000.0,-408098423495000.0,-408098416987000.0,2.0,26142111396500.0,0.249963898917,0.00391281804952,123,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408974076454000.0,1335701.33094,-408974076454000.0,-408974075509000.0,-408974077398000.0,-408974077304000.0,-408974075604000.0,2.0,1784098045480.0,0.125018050542,0.0038997672965,111,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412077234104000.0,4154373.56409,-412077234104000.0,-412077231166000.0,-412077237041000.0,-412077236748000.0,-412077231460000.0,2.0,17258819710000.0,0.25,0.0155968605555,92,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442468988000.0,10642797.8952,-412442468988000.0,-412442461462000.0,-412442476514000.0,-412442475761000.0,-412442462215000.0,2.0,113269147038000.0,0.249963898917,0.00782565798392,98,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413318132280000.0,4797267.0062,-413318132280000.0,-413318128888000.0,-413318135672000.0,-413318135333000.0,-413318129227000.0,2.0,23013770728800.0,0.125018050542,0.00779955640487,86,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421311444000.0,706895.533036,-416421311444000.0,-416421310944000.0,-416421311944000.0,-416421311894000.0,-416421310994000.0,2.0,499701294626.0,0.25,0.0155968605555,67,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786557757000.0,7388716.13207,-416786557757000.0,-416786552533000.0,-416786562982000.0,-416786562459000.0,-416786553055000.0,2.0,54593126080300.0,0.249963898917,0.00782565798392,73,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417662215019000.0,387414.347859,-417662215019000.0,-417662214745000.0,-417662215293000.0,-417662215266000.0,-417662214772000.0,2.0,150089876927.0,0.125018050542,0.00779955640487,61,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765374501000.0,2660324.46414,-420765374501000.0,-420765372620000.0,-420765376382000.0,-420765376194000.0,-420765372808000.0,2.0,7077326254500.0,0.25,0.015596424381,42,0.249546279492,1.83230531396e-13,0.249996504259
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130612762000.0,2178389.03152,-421130612762000.0,-421130611221000.0,-421130614302000.0,-421130614148000.0,-421130611375000.0,2.0,4745378772650.0,0.249963898917,0.0078254391352,48,0.125226860254,1.83230531396e-13,0.249996504259
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422006270173000.0,2685568.70656,-422006270173000.0,-422006268274000.0,-422006272072000.0,-422006271882000.0,-422006268463000.0,2.0,7212279277650.0,0.125018050542,0.0077993382861,36,0.249546279492,1.83230531396e-13,0.249996504259
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425109212670000.0,776186.826874,-425109212670000.0,-425109212121000.0,-425109213218000.0,-425109213164000.0,-425109212176000.0,2.0,602465990212.0,0.25,0.00779801591193,17,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474444742000.0,1668273.49332,-425474444742000.0,-425474443562000.0,-425474445921000.0,-425474445804000.0,-425474443680000.0,2.0,2783136448510.0,0.249963898917,0.00391262108568,23,0.125226860254,1.83230531396e-13,0.124995105963
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426350110591000.0,2692430.60335,-426350110591000.0,-426350108687000.0,-426350112495000.0,-426350112305000.0,-426350108878000.0,2.0,7249182553830.0,0.125018050542,0.00389957098961,11,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595759093000.0,4212547.37156,-620595759093000.0,-620595756114000.0,-620595762072000.0,-620595761774000.0,-620595756412000.0,2.0,17745555357600.0,0.125018050542,0.0038997672965,116,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899534429000.0,3205815.40555,-620899534429000.0,-620899532162000.0,-620899536696000.0,-620899536469000.0,-620899532389000.0,2.0,10277252414500.0,0.25,0.003913383159,122,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939817410000.0,3209072.07422,-624939817410000.0,-624939815141000.0,-624939819680000.0,-624939819453000.0,-624939815368000.0,2.0,10298143577600.0,0.125018050542,0.00779955640487,91,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243596538000.0,891661.385911,-625243596538000.0,-625243595908000.0,-625243597169000.0,-625243597106000.0,-625243595971000.0,2.0,795060027125.0,0.25,0.00782678820604,97,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283899657000.0,1833218.87795,-629283899657000.0,-629283898360000.0,-629283900953000.0,-629283900823000.0,-629283898490000.0,2.0,3360691454480.0,0.125018050542,0.00779955640487,66,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587681035000.0,1902363.75649,-629587681035000.0,-629587679690000.0,-629587682381000.0,-629587682246000.0,-629587679825000.0,2.0,3618987862020.0,0.25,0.00782678820604,72,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627955446000.0,2950695.0796,-633627955446000.0,-633627953359000.0,-633627957532000.0,-633627957323000.0,-633627953568000.0,2.0,8706601452780.0,0.125018050542,0.0077993382861,41,0.249546279492,1.83230531396e-13,0.249996504259
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931736228000.0,1103086.2251,-633931736228000.0,-633931735448000.0,-633931737008000.0,-633931736930000.0,-633931735526000.0,2.0,1216799220000.0,0.25,0.00782656932572,47,0.125226860254,1.83230531396e-13,0.249996504259
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971788692000.0,1040443.54696,-637971788692000.0,-637971787957000.0,-637971789428000.0,-637971789355000.0,-637971788030000.0,2.0,1082522774420.0,0.125018050542,0.00389957098961,16,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275570392000.0,4402635.70557,-638275570392000.0,-638275567279000.0,-638275573505000.0,-638275573194000.0,-638275567590000.0,2.0,19383201155900.0,0.25,0.00391318616671,22,0.125226860254,1.83230531396e-13,0.124995105963
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833762123611000.0,1209263.43482,-833762123611000.0,-833762122756000.0,-833762124466000.0,-833762124381000.0,-833762122842000.0,2.0,1462318054790.0,0.125018050542,0.00195697413424,121,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838106184224000.0,7834.74313555,-838106184224000.0,-838106184219000.0,-838106184230000.0,-838106184229000.0,-838106184219000.0,2.0,61383200.0,0.125018050542,0.00391395921408,96,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842450266009000.0,1938002.82215,-842450266009000.0,-842450264639000.0,-842450267380000.0,-842450267243000.0,-842450264776000.0,2.0,3755854938660.0,0.125018050542,0.00391395921408,71,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794320758000.0,3077917.5549,-846794320758000.0,-846794318581000.0,-846794322934000.0,-846794322716000.0,-846794318799000.0,2.0,9473576474740.0,0.125018050542,0.00391384975812,46,0.125226860254,1.83230531396e-13,0.249996504259
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851138149552000.0,1701795.92321,-851138149552000.0,-851138148349000.0,-851138150755000.0,-851138150635000.0,-851138148469000.0,2.0,2896109364270.0,0.125018050542,0.00195687562387,21,0.125226860254,1.83230531396e-13,0.124995105963
