npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054789047000.0,33515268.4492,-184054789047000.0,-184054765349000.0,-184054812746000.0,-184054810376000.0,-184054767718000.0,2.0,1123273219230000.0,0.00779928435215,2.85069050095e-13,12,0.250017101033,0.12499008153,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054801369000.0,1551028.22842,-184054801369000.0,-184054800272000.0,-184054802466000.0,-184054802356000.0,-184054800382000.0,2.0,2405688565340.0,0.0155994196985,2.85069050095e-13,37,0.250017101033,0.249993800956,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054874259000.0,22753946.8401,-184054874259000.0,-184054858170000.0,-184054890349000.0,-184054888740000.0,-184054859779000.0,2.0,517742096801000.0,0.0156001933296,2.85069050095e-13,62,0.250017101033,0.250006199044,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054897949000.0,8692450.57965,-184054897949000.0,-184054891803000.0,-184054904095000.0,-184054903481000.0,-184054892417000.0,2.0,75558697079700.0,0.0156001933296,2.85069050095e-13,87,0.250017101033,0.250006199044,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054940424000.0,712262.804961,-184054940424000.0,-184054939920000.0,-184054940927000.0,-184054940877000.0,-184054939970000.0,2.0,507318303331.0,0.00780013534634,2.85069050095e-13,112,0.250017101033,0.125003719426,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909159630000.0,23061871.8233,-188909159630000.0,-188909143322000.0,-188909175937000.0,-188909174306000.0,-188909144953000.0,2.0,531849931995000.0,0.00782554456883,2.85069050095e-13,18,0.250017101033,0.12499008153,0.250420168067
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909180877000.0,4552029.18253,-188909180877000.0,-188909177658000.0,-188909184096000.0,-188909183774000.0,-188909177980000.0,2.0,20720969678600.0,0.0156519429971,2.85069050095e-13,43,0.250017101033,0.249993800956,0.250420168067
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909225207000.0,2698827.88678,-188909225207000.0,-188909223299000.0,-188909227116000.0,-188909226925000.0,-188909223490000.0,2.0,7283671962480.0,0.015652719233,2.85069050095e-13,68,0.250017101033,0.250006199044,0.250420168067
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909277086000.0,15424510.2758,-188909277086000.0,-188909266180000.0,-188909287993000.0,-188909286902000.0,-188909267270000.0,2.0,237915517248000.0,0.015652719233,2.85069050095e-13,93,0.250017101033,0.250006199044,0.250420168067
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909318867000.0,8319295.37149,-188909318867000.0,-188909312985000.0,-188909324750000.0,-188909324162000.0,-188909313573000.0,2.0,69210675478100.0,0.00782639842831,2.85069050095e-13,118,0.250017101033,0.125003719426,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763526710000.0,21173889.1603,-193763526710000.0,-193763511737000.0,-193763541682000.0,-193763540185000.0,-193763513235000.0,2.0,448333582175000.0,0.00391223702145,2.85069050095e-13,24,0.249982898967,0.12499008153,0.125210084034
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763560453000.0,16987660.0159,-193763560453000.0,-193763548441000.0,-193763572465000.0,-193763571264000.0,-193763549642000.0,2.0,288580592817000.0,0.00782490091423,2.85069050095e-13,49,0.249982898967,0.249993800956,0.125210084034
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763609690000.0,1226406.08968,-193763609690000.0,-193763608822000.0,-193763610557000.0,-193763610470000.0,-193763608909000.0,2.0,1504071896800.0,0.00782528897909,2.85069050095e-13,74,0.249982898967,0.250006199044,0.125210084034
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763657466000.0,31157638.4553,-193763657466000.0,-193763635434000.0,-193763679498000.0,-193763677295000.0,-193763637637000.0,2.0,970798434111000.0,0.00782528897909,2.85069050095e-13,99,0.249982898967,0.250006199044,0.125210084034
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763683442000.0,8172207.01844,-193763683442000.0,-193763677664000.0,-193763689221000.0,-193763688643000.0,-193763678241000.0,2.0,66784967552300.0,0.00391266389279,2.85069050095e-13,124,0.249982898967,0.125003719426,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578269848000.0,11079846.101,-382578269848000.0,-382578262014000.0,-382578277683000.0,-382578276900000.0,-382578262797000.0,2.0,122762989621000.0,0.00389964217608,2.85069050095e-13,11,0.125008550516,0.12499008153,0.249579831933
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578317257000.0,10148642.3316,-382578317257000.0,-382578310080000.0,-382578324433000.0,-382578323715000.0,-382578310798000.0,2.0,102994941174000.0,0.00779970984924,2.85069050095e-13,36,0.125008550516,0.249993800956,0.249579831933
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578350322000.0,1656130.17179,-382578350322000.0,-382578349151000.0,-382578351493000.0,-382578351376000.0,-382578349268000.0,2.0,2742767145910.0,0.00780009666478,2.85069050095e-13,61,0.125008550516,0.250006199044,0.249579831933
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578395512000.0,2703100.97726,-382578395512000.0,-382578393601000.0,-382578397424000.0,-382578397233000.0,-382578393792000.0,2.0,7306754893240.0,0.00780009666478,2.85069050095e-13,86,0.125008550516,0.250006199044,0.249579831933
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578439962000.0,11647705.7025,-382578439962000.0,-382578431726000.0,-382578448198000.0,-382578447374000.0,-382578432549000.0,2.0,135669048132000.0,0.00390006767317,2.85069050095e-13,111,0.125008550516,0.125003719426,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432648069000.0,11003294.2789,-387432648069000.0,-387432640289000.0,-387432655850000.0,-387432655072000.0,-387432641067000.0,2.0,121072484988000.0,0.00782554456883,2.85069050095e-13,17,0.250017101033,0.12499008153,0.250420168067
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432695899000.0,11385009.3903,-387432695899000.0,-387432687848000.0,-387432703949000.0,-387432703144000.0,-387432688653000.0,2.0,129618438817000.0,0.0156519429971,2.85069050095e-13,42,0.250017101033,0.249993800956,0.250420168067
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432739714000.0,18858552.7035,-387432739714000.0,-387432726379000.0,-387432753049000.0,-387432751715000.0,-387432727712000.0,2.0,355645010070000.0,0.015652719233,2.85069050095e-13,67,0.250017101033,0.250006199044,0.250420168067
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432776876000.0,8360634.18184,-387432776876000.0,-387432770964000.0,-387432782788000.0,-387432782197000.0,-387432771555000.0,2.0,69900203922600.0,0.015652719233,2.85069050095e-13,92,0.250017101033,0.250006199044,0.250420168067
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432856714000.0,23122852.2923,-387432856714000.0,-387432840364000.0,-387432873064000.0,-387432871429000.0,-387432841999000.0,2.0,534666298131000.0,0.00782639842831,2.85069050095e-13,117,0.250017101033,0.125003719426,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287043556000.0,24196192.7448,-392287043556000.0,-392287026447000.0,-392287060666000.0,-392287058955000.0,-392287028158000.0,2.0,585455743344000.0,0.00391277228441,2.85069050095e-13,23,0.250017101033,0.12499008153,0.125210084034
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287065199000.0,481956.955183,-392287065199000.0,-392287064858000.0,-392287065540000.0,-392287065506000.0,-392287064892000.0,2.0,232282506649.0,0.00782597149857,2.85069050095e-13,48,0.250017101033,0.249993800956,0.125210084034
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287126048000.0,28991944.5096,-392287126048000.0,-392287105547000.0,-392287146548000.0,-392287144498000.0,-392287107597000.0,2.0,840532846446000.0,0.00782635961652,2.85069050095e-13,73,0.250017101033,0.250006199044,0.125210084034
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287175334000.0,5175838.67441,-392287175334000.0,-392287171674000.0,-392287178993000.0,-392287178627000.0,-392287172040000.0,2.0,26789305983500.0,0.00782635961652,2.85069050095e-13,98,0.250017101033,0.250006199044,0.125210084034
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287208633000.0,35059198.8945,-392287208633000.0,-392287183843000.0,-392287233424000.0,-392287230945000.0,-392287186322000.0,2.0,1229147427120000.0,0.00391319921416,2.85069050095e-13,123,0.250017101033,0.125003719426,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956146254000.0,9169079.88299,-585956146254000.0,-585956139771000.0,-585956152738000.0,-585956152089000.0,-585956140419000.0,2.0,84072025900600.0,0.00391277228441,2.85069050095e-13,16,0.125008550516,0.12499008153,0.250420168067
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956193190000.0,22285837.3117,-585956193190000.0,-585956177431000.0,-585956208948000.0,-585956207372000.0,-585956179007000.0,2.0,496658544682000.0,0.00782597149857,2.85069050095e-13,41,0.125008550516,0.249993800956,0.250420168067
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956256176000.0,15287846.5992,-585956256176000.0,-585956245366000.0,-585956266986000.0,-585956265905000.0,-585956246447000.0,2.0,233718253639000.0,0.00782635961652,2.85069050095e-13,66,0.125008550516,0.250006199044,0.250420168067
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956271798000.0,2857579.8999,-585956271798000.0,-585956269777000.0,-585956273819000.0,-585956273616000.0,-585956269979000.0,2.0,8165762884300.0,0.00782635961652,2.85069050095e-13,91,0.125008550516,0.250006199044,0.250420168067
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956333040000.0,12485500.4893,-585956333040000.0,-585956324211000.0,-585956341868000.0,-585956340985000.0,-585956325094000.0,2.0,155887722469000.0,0.00391319921416,2.85069050095e-13,116,0.125008550516,0.125003719426,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810538959000.0,18157444.2207,-590810538959000.0,-590810526120000.0,-590810551798000.0,-590810550514000.0,-590810527404000.0,2.0,329692780629000.0,0.00391277228441,2.85069050095e-13,22,0.250017101033,0.12499008153,0.125210084034
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810563397000.0,6963708.93833,-590810563397000.0,-590810558473000.0,-590810568321000.0,-590810567829000.0,-590810558965000.0,2.0,48493242177700.0,0.00782597149857,2.85069050095e-13,47,0.250017101033,0.249993800956,0.125210084034
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810646419000.0,8568417.86305,-590810646419000.0,-590810640360000.0,-590810652478000.0,-590810651872000.0,-590810640966000.0,2.0,73417784675800.0,0.00782635961652,2.85069050095e-13,72,0.250017101033,0.250006199044,0.125210084034
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810665797000.0,18966436.869,-590810665797000.0,-590810652386000.0,-590810679208000.0,-590810677867000.0,-590810653727000.0,2.0,359725727505000.0,0.00782635961652,2.85069050095e-13,97,0.250017101033,0.250006199044,0.125210084034
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810726301000.0,17382554.979,-590810726301000.0,-590810714009000.0,-590810738592000.0,-590810737363000.0,-590810715238000.0,2.0,302153217598000.0,0.00391319921416,2.85069050095e-13,122,0.250017101033,0.125003719426,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334050003000.0,51138139.0153,-789334050003000.0,-789334013843000.0,-789334086164000.0,-789334082548000.0,-789334017459000.0,2.0,2615109261950000.0,0.00195638614221,2.85069050095e-13,21,0.125008550516,0.12499008153,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334089243000.0,26036226.6737,-789334089243000.0,-789334070832000.0,-789334107653000.0,-789334105812000.0,-789334072673000.0,2.0,677885099406000.0,0.00391298574928,2.85069050095e-13,46,0.125008550516,0.249993800956,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334129198000.0,46427174.3476,-789334129198000.0,-789334096369000.0,-789334162027000.0,-789334158744000.0,-789334099652000.0,2.0,2155482517900000.0,0.00391317980826,2.85069050095e-13,71,0.125008550516,0.250006199044,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334164466000.0,19630095.8275,-789334164466000.0,-789334150585000.0,-789334178347000.0,-789334176959000.0,-789334151974000.0,2.0,385340662199000.0,0.00391317980826,2.85069050095e-13,96,0.125008550516,0.250006199044,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334204230000.0,3681158.1281,-789334204230000.0,-789334201627000.0,-789334206833000.0,-789334206573000.0,-789334201888000.0,2.0,13550925164100.0,0.00195659960708,2.85069050095e-13,121,0.125008550516,0.125003719426,0.125210084034
