smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
960.0,-415.6,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3183231206.59,2009000.11679,-3183231206.59,-3181810628.98,-3184651784.2,-3184509726.44,-3181952686.74,2.0,4036081469280.0,0.142857142857,9.835748238069999e-14,103,0.142848837209,0.00291514382791,0.142850352821
960.0,-661.3,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3184020655.73,5422710.86529,-3184020655.73,-3180186220.11,-3187855091.36,-3187471647.8,-3180569663.67,2.0,29405793128600.0,0.142857142857,9.835748238069999e-14,214,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3198487324.71,7245986.3558,-3198487324.71,-3193363638.62,-3203611010.8,-3203098642.19,-3193876007.23,2.0,52504318268400.0,0.0714285714286,9.835748238069999e-14,56,0.142848837209,0.000728739324824,0.0714206061936
960.0,-415.6,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3219316360.59,9623278.39158,-3219316360.59,-3212511675.18,-3226121045.99,-3225440577.45,-3213192143.72,2.0,92607487001900.0,0.142857142857,9.835748238069999e-14,39,0.142848837209,0.00145747864965,0.0714206061936
960.0,-169.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3219388141.64,11768796.3602,-3219388141.64,-3211066345.93,-3227709937.36,-3226877757.78,-3211898525.5,2.0,138504567769000.0,0.0714285714286,9.835748238069999e-14,120,0.142848837209,0.00145757191396,0.142850352821
960.0,-415.6,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3224235294.32,3343719.36892,-3224235294.32,-3221870927.68,-3226599660.96,-3226363224.29,-3222107364.34,2.0,11180459218100.0,0.142857142857,9.835748238069999e-14,167,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3242891553.81,4130230.47487,-3242891553.81,-3239971039.83,-3245812067.79,-3245520016.39,-3240263091.23,2.0,17058803775600.0,0.142857142857,9.835748238069999e-14,78,0.142848837209,0.00291514382791,0.142850352821
960.0,-169.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3243163096.23,1910729.02111,-3243163096.23,-3241812006.78,-3244514185.68,-3244379076.73,-3241947115.73,2.0,3650885392130.0,0.0714285714286,9.835748238069999e-14,184,0.142848837209,0.00145766517826,0.142859493254
960.0,-415.6,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3250135614.81,6627233.29211,-3250135614.81,-3245449453.21,-3254821776.41,-3254353160.25,-3245918069.37,2.0,43920221108100.0,0.142857142857,9.835748238069999e-14,231,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3274692555.79,5440238.09436,-3274692555.79,-3270845726.55,-3278539385.04,-3278154702.12,-3271230409.47,2.0,29596190523400.0,0.142857142857,9.835748238069999e-14,142,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3286760793.27,589684.095103,-3286760793.27,-3286343823.65,-3287177762.9,-3287136065.93,-3286385520.61,2.0,347727332018.0,0.0714285714286,9.835748238069999e-14,248,0.142848837209,0.00145766517826,0.142859493254
960.0,-538.4,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3310142864.6,6865276.09339,-3310142864.6,-3305288381.32,-3314997347.88,-3314511899.55,-3305773829.65,2.0,47132015838500.0,0.142857142857,9.835748238069999e-14,95,0.142848837209,0.00291514382791,0.142850352821
960.0,-784.1,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3317881413.0,3319916.02303,-3317881413.0,-3315533877.87,-3320228948.13,-3319994194.62,-3315768631.38,2.0,11021842400000.0,0.142857142857,9.835748238069999e-14,206,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3323157399.53,1443714.20272,-3323157399.53,-3322136539.43,-3324178259.64,-3324076173.63,-3322238625.44,2.0,2084310699130.0,0.142857142857,9.835748238069999e-14,14,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3346002523.78,5703584.12023,-3346002523.78,-3341969480.77,-3350035566.79,-3349632262.48,-3342372785.07,2.0,32530871816600.0,0.0714285714286,9.835748238069999e-14,48,0.142848837209,0.000728739324824,0.0714206061936
960.0,-538.4,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3348919567.37,7413311.69165,-3348919567.37,-3343677564.4,-3354161570.34,-3353637370.04,-3344201764.7,2.0,54957190237500.0,0.142857142857,9.835748238069999e-14,159,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3354198659.53,11786408.2477,-3354198659.53,-3345864410.33,-3362532908.73,-3361699483.81,-3346697835.25,2.0,138919419381000.0,0.142857142857,9.835748238069999e-14,31,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3365141383.01,8118747.27784,-3365141383.01,-3359400561.76,-3370882204.27,-3370308122.14,-3359974643.88,2.0,65914057361500.0,0.0714285714286,9.835748238069999e-14,112,0.142848837209,0.00145757191396,0.142850352821
960.0,-907.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3374731103.11,689632.648396,-3374731103.11,-3374243459.19,-3375218747.03,-3375169982.64,-3374292223.58,2.0,475593189733.0,0.142857142857,9.835748238069999e-14,70,0.0714534883721,0.00145816514632,0.142850352821
960.0,-538.4,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3386094225.8,166548.767052,-3386094225.8,-3385976458.04,-3386211993.56,-3386200216.79,-3385988234.81,2.0,27738491806.4,0.142857142857,9.835748238069999e-14,223,0.142848837209,0.00291533035653,0.142859493254
960.0,-292.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3396362645.62,9682785.49471,-3396362645.62,-3389515882.34,-3403209408.9,-3402524732.58,-3390200558.66,2.0,93756334936600.0,0.0714285714286,9.835748238069999e-14,176,0.142848837209,0.00145766517826,0.142859493254
960.0,-907.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3414846866.48,2355055.18377,-3414846866.48,-3413181590.99,-3416512141.97,-3416345614.43,-3413348118.54,2.0,5546284918610.0,0.142857142857,9.835748238069999e-14,134,0.0714534883721,0.00145825844858,0.142859493254
960.0,-292.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3438827326.35,10297513.2043,-3438827326.35,-3431545884.94,-3446108767.77,-3445380623.63,-3432274029.08,2.0,106038778193000.0,0.0714285714286,9.835748238069999e-14,240,0.142848837209,0.00145766517826,0.142859493254
960.0,-907.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3449147046.43,10109239.3385,-3449147046.43,-3441998734.74,-3456295358.12,-3455580526.95,-3442713565.91,2.0,102196720004000.0,0.142857142857,9.835748238069999e-14,198,0.0714534883721,0.00145825844858,0.142859493254
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3452149717.52,14711214.7501,-3452149717.52,-3441747317.81,-3462552117.23,-3461511877.26,-3442787557.78,2.0,216419839425000.0,0.142857142857,9.835748238069999e-14,87,0.142848837209,0.00291514382791,0.142850352821
960.0,-907.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3471234646.84,2868333.077,-3471234646.84,-3469206429.07,-3473262864.61,-3473060042.84,-3469409250.85,2.0,8227334640600.0,0.142857142857,9.835748238069999e-14,6,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3500053596.52,14403997.6029,-3500053596.52,-3489868432.14,-3510238760.9,-3509220244.46,-3490886948.58,2.0,207475146945000.0,0.0714285714286,9.835748238069999e-14,40,0.142848837209,0.000728739324824,0.0714206061936
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3503886404.99,11139061.0961,-3503886404.99,-3496009899.35,-3511762910.62,-3510975260.06,-3496797549.91,2.0,124078682103000.0,0.142857142857,9.835748238069999e-14,151,0.142848837209,0.00291533035653,0.142859493254
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3508468073.36,5026541.05339,-3508468073.36,-3504913772.1,-3512022374.63,-3511666944.5,-3505269202.22,2.0,25266114961400.0,0.142857142857,9.835748238069999e-14,23,0.142848837209,0.00145747864965,0.0714206061936
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3511098017.43,11625228.5166,-3511098017.43,-3502877739.51,-3519318295.35,-3518496267.55,-3503699767.3,2.0,135145938063000.0,0.0714285714286,9.835748238069999e-14,104,0.142848837209,0.00145757191396,0.142850352821
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3538306573.48,7939390.77539,-3538306573.48,-3532692576.42,-3543920570.53,-3543359170.83,-3533253976.13,2.0,63033925884400.0,0.142857142857,9.835748238069999e-14,215,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3543775729.86,1969848.88184,-3543775729.86,-3542382836.36,-3545168623.36,-3545029334.01,-3542522125.71,2.0,3880304617280.0,0.0714285714286,9.835748238069999e-14,168,0.142848837209,0.00145766517826,0.142859493254
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3577462522.57,1839732.37656,-3577462522.57,-3576161635.33,-3578763409.81,-3578633321.09,-3576291724.06,2.0,3384615217350.0,0.0714285714286,9.835748238069999e-14,232,0.142848837209,0.00145766517826,0.142859493254
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3590716544.66,2652702.39267,-3590716544.66,-3588840800.81,-3592592288.51,-3592404714.12,-3589028375.19,2.0,7036829984080.0,0.142857142857,9.835748238069999e-14,79,0.142848837209,0.00291514382791,0.142850352821
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3627150731.95,237811.394686,-3627150731.95,-3626982573.9,-3627318890.0,-3627302074.19,-3626999389.7,2.0,56554259442.3,0.142857142857,9.835748238069999e-14,143,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3639892521.17,249368.4355,-3639892521.17,-3639716191.06,-3640068851.28,-3640051218.27,-3639733824.07,2.0,62184616623.8,0.0714285714286,9.835748238069999e-14,96,0.142848837209,0.00145757191396,0.142850352821
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3647789037.58,8054218.86517,-3647789037.58,-3642093844.8,-3653484230.36,-3652914711.08,-3642663364.08,2.0,64870441528100.0,0.0714285714286,9.835748238069999e-14,32,0.142848837209,0.000728739324824,0.0714206061936
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3650083424.27,2525961.23366,-3650083424.27,-3648297299.95,-3651869548.58,-3651690936.15,-3648475912.38,2.0,6380480153960.0,0.142857142857,9.835748238069999e-14,15,0.142848837209,0.00145747864965,0.0714206061936
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3675931999.22,6398757.96946,-3675931999.22,-3671407394.06,-3680456604.37,-3680004143.85,-3671859854.58,2.0,40944103551700.0,0.142857142857,9.835748238069999e-14,207,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3702313490.72,11364039.7938,-3702313490.72,-3694277901.13,-3710349080.32,-3709545521.36,-3695081460.09,2.0,129141400434000.0,0.0714285714286,9.835748238069999e-14,160,0.142848837209,0.00145766517826,0.142859493254
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3728883608.72,13233901.0079,-3728883608.72,-3719525827.58,-3738241389.87,-3737305611.75,-3720461605.69,2.0,175136135888000.0,0.0714285714286,9.835748238069999e-14,224,0.142848837209,0.00145766517826,0.142859493254
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3738161484.09,9531494.06281,-3738161484.09,-3731421700.0,-3744901268.17,-3744227289.77,-3732095678.41,2.0,90849379069300.0,0.142857142857,9.835748238069999e-14,71,0.0714534883721,0.00145816514632,0.142850352821
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3765094063.89,1397852.8698,-3765094063.89,-3764105632.65,-3766082495.13,-3765983652.01,-3764204475.77,2.0,1953992645620.0,0.142857142857,9.835748238069999e-14,135,0.0714534883721,0.00145825844858,0.142859493254
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3783777624.36,18299889.2183,-3783777624.36,-3770837648.6,-3796717600.12,-3795423602.55,-3772131646.18,2.0,334885945402000.0,0.142857142857,9.835748238069999e-14,7,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3784953009.78,7390782.10849,-3784953009.78,-3779726937.64,-3790179081.93,-3789656474.72,-3780249544.85,2.0,54623660175200.0,0.0714285714286,9.835748238069999e-14,24,0.142848837209,0.000728739324824,0.0714206061936
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3793776433.35,3040207.41022,-3793776433.35,-3791626682.07,-3795926184.62,-3795711209.5,-3791841657.2,2.0,9242861097130.0,0.0714285714286,9.835748238069999e-14,88,0.142848837209,0.00145757191396,0.142850352821
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3809950980.92,12985260.862,-3809950980.92,-3800769014.91,-3819132946.93,-3818214750.33,-3801687211.51,2.0,168616999654000.0,0.142857142857,9.835748238069999e-14,199,0.0714534883721,0.00145825844858,0.142859493254
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3834739602.44,9069571.2036,-3834739602.44,-3828326447.14,-3841152757.75,-3840511442.22,-3828967762.67,2.0,82257121817100.0,0.0714285714286,9.835748238069999e-14,152,0.142848837209,0.00145766517826,0.142859493254
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3876052399.47,196300.651922,-3876052399.47,-3875913593.95,-3876191204.99,-3876177324.44,-3875927474.5,2.0,38533945945.1,0.0714285714286,9.835748238069999e-14,216,0.142848837209,0.00145766517826,0.142859493254
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3929289593.82,13279591.8096,-3929289593.82,-3919899504.4,-3938679683.24,-3937740674.29,-3920838513.34,2.0,176347558629000.0,0.0714285714286,9.835748238069999e-14,16,0.142848837209,0.000728739324824,0.0714206061936
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3951169649.35,5285370.25152,-3951169649.35,-3947432328.21,-3954906970.5,-3954533238.38,-3947806060.32,2.0,27935138695700.0,0.0714285714286,9.835748238069999e-14,80,0.142848837209,0.00145757191396,0.142850352821
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3987735167.57,2655988.94222,-3987735167.57,-3985857099.78,-3989613235.37,-3989425428.59,-3986044906.56,2.0,7054277261220.0,0.0714285714286,9.835748238069999e-14,144,0.142848837209,0.00145766517826,0.142859493254
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-4013875451.12,2726139.12182,-4013875451.12,-4011947779.66,-4015803122.58,-4015610355.43,-4012140546.8,2.0,7431834511530.0,0.0714285714286,9.835748238069999e-14,208,0.142848837209,0.00145766517826,0.142859493254
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-4075227519.3,20818058.0249,-4075227519.3,-4060506929.3,-4089948109.3,-4088476050.3,-4061978988.3,2.0,433391539928000.0,0.0714285714286,9.835748238069999e-14,8,0.0714534883721,0.000364517961013,0.0714206061936
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-4088866394.97,1914421.96659,-4088866394.97,-4087512694.22,-4090220095.73,-4090084725.65,-4087648064.3,2.0,3665011466160.0,0.0714285714286,9.835748238069999e-14,72,0.0714534883721,0.000729082573159,0.142850352821
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-4119774740.76,8350797.62102,-4119774740.76,-4113869835.13,-4125679646.38,-4125089155.82,-4114460325.69,2.0,69735820907200.0,0.0714285714286,9.835748238069999e-14,136,0.0714534883721,0.000729129224292,0.142859493254
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-4162260926.48,12466864.0413,-4162260926.48,-4153445522.38,-4171076330.59,-4170194790.17,-4154327062.79,2.0,155422699024000.0,0.0714285714286,9.835748238069999e-14,200,0.0714534883721,0.000729129224292,0.142859493254
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26815777010.9,2372045.03748,-26815777010.9,-26814099721.8,-26817454300.1,-26817286571.2,-26814267450.7,2.0,5626597659830.0,0.142857142857,9.835748238069999e-14,46,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26851600568.5,1350717.75274,-26851600568.5,-26850645466.8,-26852555670.2,-26852460160.0,-26850740977.0,2.0,1824438447580.0,0.142857142857,9.835748238069999e-14,110,0.142848837209,0.00291514382791,0.142850352821
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26881803725.7,7132216.96411,-26881803725.7,-26876760486.7,-26886846964.7,-26886342640.8,-26877264810.6,2.0,50868518823100.0,0.142857142857,9.835748238069999e-14,174,0.142848837209,0.00291533035653,0.142859493254
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26921258894.4,1173270.85106,-26921258894.4,-26920429266.7,-26922088522.2,-26922005559.4,-26920512229.4,2.0,1376564489940.0,0.142857142857,9.835748238069999e-14,238,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51189121053.3,1689120.1259,-51189121053.3,-51187926665.1,-51190315441.6,-51190196002.8,-51188046103.9,2.0,2853126799710.0,0.142857142857,9.835748238069999e-14,28,0.142848837209,0.00145747864965,0.0714206061936
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51223314572.2,7325493.59868,-51223314572.2,-51218134666.0,-51228494478.4,-51227976487.8,-51218652656.6,2.0,53662856464300.0,0.142857142857,9.835748238069999e-14,92,0.142848837209,0.00291514382791,0.142850352821
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51258969432.2,2114518.18669,-51258969432.2,-51257474242.0,-51260464622.3,-51260315103.3,-51257623761.1,2.0,4471187161860.0,0.142857142857,9.835748238069999e-14,156,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51298268897.5,4517871.05537,-51298268897.5,-51295074280.3,-51301463514.8,-51301144053.1,-51295393742.0,2.0,20411158873000.0,0.142857142857,9.835748238069999e-14,220,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75531028965.7,331382.458367,-75531028965.7,-75530794643.0,-75531263288.5,-75531239856.2,-75530818075.2,2.0,109814333714.0,0.142857142857,9.835748238069999e-14,10,0.142848837209,0.00145747864965,0.0714206061936
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75568389006.7,2359681.92353,-75568389006.7,-75566720459.6,-75570057553.8,-75569890699.0,-75566887314.3,2.0,5568098780220.0,0.142857142857,9.835748238069999e-14,74,0.142848837209,0.00291514382791,0.142850352821
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75604686625.9,1389538.64428,-75604686625.9,-75603704073.7,-75605669178.1,-75605570922.8,-75603802328.9,2.0,1930817643940.0,0.142857142857,9.835748238069999e-14,138,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75642822672.2,153181.801952,-75642822672.2,-75642714356.3,-75642930988.1,-75642920156.5,-75642725187.9,2.0,23464664449.4,0.142857142857,9.835748238069999e-14,202,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212886012539000.0,2031959.83457,-212886012539000.0,-212886011102000.0,-212886013975000.0,-212886013832000.0,-212886011246000.0,2.0,4128860769320.0,0.142857142857,9.835748238069999e-14,54,0.142848837209,0.00145747864965,0.0714206061936
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212886052219000.0,3240473.42684,-212886052219000.0,-212886049928000.0,-212886054511000.0,-212886054282000.0,-212886050157000.0,2.0,10500668030100.0,0.142857142857,9.835748238069999e-14,118,0.142848837209,0.00291514382791,0.142850352821
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212886079195000.0,115549.998492,-212886079195000.0,-212886079113000.0,-212886079277000.0,-212886079269000.0,-212886079121000.0,2.0,13351802151.6,0.142857142857,9.835748238069999e-14,182,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212886118560000.0,1709494.99024,-212886118560000.0,-212886117351000.0,-212886119769000.0,-212886119648000.0,-212886117472000.0,2.0,2922373121640.0,0.142857142857,9.835748238069999e-14,246,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212910387312000.0,8348999.04912,-212910387312000.0,-212910381408000.0,-212910393216000.0,-212910392625000.0,-212910381999000.0,2.0,69705785122100.0,0.142857142857,9.835748238069999e-14,36,0.142848837209,0.00145747864965,0.0714206061936
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212910430616000.0,3039483.05307,-212910430616000.0,-212910428466000.0,-212910432765000.0,-212910432550000.0,-212910428681000.0,2.0,9238457229880.0,0.142857142857,9.835748238069999e-14,100,0.142848837209,0.00291514382791,0.142850352821
