smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157097911044000.0,6511760.99832,-157097911044000.0,-157097906439000.0,-157097915648000.0,-157097915188000.0,-157097906900000.0,2.0,42403031299200.0,124,5.2351036610599995e-14,0.125000399509,0.125226860254,0.00391335189026,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157625389296000.0,3770823.13495,-157625389296000.0,-157625386630000.0,-157625391963000.0,-157625391696000.0,-157625386897000.0,2.0,14219107115000.0,106,5.2351036610599995e-14,0.125000399509,0.250453720508,0.00391391699522,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157939851539000.0,871979.267531,-157939851539000.0,-157939850922000.0,-157939852155000.0,-157939852094000.0,-157939850984000.0,2.0,760347843003.0,112,5.2351036610599995e-14,0.125000399509,0.249546279492,0.00779834615812,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449010753000.0,28530144.8485,-172449010753000.0,-172448990579000.0,-172449030927000.0,-172449028909000.0,-172448992596000.0,2.0,813969165078000.0,93,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155944525465,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827061062000.0,38677533.0599,-172827061062000.0,-172827033713000.0,-172827088411000.0,-172827085676000.0,-172827036448000.0,2.0,1495951563600000.0,99,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782671003417,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173354513475000.0,3422476.67981,-173354513475000.0,-173354511055000.0,-173354515895000.0,-173354515653000.0,-173354511297000.0,2.0,11713346623900.0,81,5.2351036610599995e-14,0.250000998773,0.250453720508,0.00782784024501,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173668979360000.0,10518038.8253,-173668979360000.0,-173668971923000.0,-173668986798000.0,-173668986054000.0,-173668972667000.0,2.0,110629140730000.0,87,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155967047782,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178144684000.0,3738172.45723,-188178144684000.0,-188178142041000.0,-188178147328000.0,-188178147063000.0,-188178142305000.0,2.0,13973933320000.0,68,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155944525465,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556174843000.0,934274.358487,-188556174843000.0,-188556174183000.0,-188556175504000.0,-188556175438000.0,-188556174249000.0,2.0,872868576927.0,74,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782671003417,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189083663341000.0,1770781.70273,-189083663341000.0,-189083662089000.0,-189083664593000.0,-189083664468000.0,-189083662214000.0,2.0,3135667838720.0,56,5.2351036610599995e-14,0.250000998773,0.250453720508,0.00782784024501,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398117689000.0,13378862.3124,-189398117689000.0,-189398108229000.0,-189398127149000.0,-189398126203000.0,-189398109175000.0,2.0,178993956773000.0,62,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155967047782,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907266059000.0,3527151.92844,-203907266059000.0,-203907263565000.0,-203907268553000.0,-203907268304000.0,-203907263814000.0,2.0,12440800726300.0,43,5.2351036610599995e-14,0.249999001227,0.249546279492,0.0155943279445,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285311615000.0,665145.584286,-204285311615000.0,-204285311145000.0,-204285312085000.0,-204285312038000.0,-204285311192000.0,2.0,442418648295.0,49,5.2351036610599995e-14,0.249999001227,0.125226860254,0.00782664749759,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204812776437000.0,4716054.88641,-204812776437000.0,-204812773102000.0,-204812779772000.0,-204812779438000.0,-204812773436000.0,2.0,22241173691600.0,31,5.2351036610599995e-14,0.249999001227,0.250453720508,0.00782777769939,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127235481000.0,4227335.6481,-205127235481000.0,-205127232492000.0,-205127238470000.0,-205127238172000.0,-205127232791000.0,2.0,17870366681700.0,37,5.2351036610599995e-14,0.249999001227,0.249546279492,0.0155965801582,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636172549000.0,14304313.1494,-219636172549000.0,-219636162434000.0,-219636182663000.0,-219636181652000.0,-219636163445000.0,2.0,204613374675000.0,18,5.2351036610599995e-14,0.124998601718,0.249546279492,0.00779710790134,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014189199000.0,19022219.7274,-220014189199000.0,-220014175748000.0,-220014202650000.0,-220014201305000.0,-220014177094000.0,2.0,361844843359000.0,24,5.2351036610599995e-14,0.124998601718,0.125226860254,0.00391329560733,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541681167000.0,12984220.1841,-220541681167000.0,-220541671986000.0,-220541690348000.0,-220541689430000.0,-220541672904000.0,2.0,168589973790000.0,6,5.2351036610599995e-14,0.124998601718,0.250453720508,0.00391386070417,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856133995000.0,5484185.49104,-220856133995000.0,-220856130117000.0,-220856137873000.0,-220856137486000.0,-220856130505000.0,2.0,30076290500100.0,12,5.2351036610599995e-14,0.124998601718,0.249546279492,0.00779823400012,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866188552000.0,26541171.1842,-376866188552000.0,-376866169785000.0,-376866207320000.0,-376866205443000.0,-376866171661000.0,2.0,704433767830000.0,117,5.2351036610599995e-14,0.125000399509,0.249546279492,0.00779834615812,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244200871000.0,5635698.27751,-377244200871000.0,-377244196886000.0,-377244204856000.0,-377244204458000.0,-377244197285000.0,2.0,31761095075200.0,123,5.2351036610599995e-14,0.125000399509,0.125226860254,0.00391278678529,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378149734783000.0,5928942.0446,-378149734783000.0,-378149730591000.0,-378149738976000.0,-378149738557000.0,-378149731010000.0,2.0,35152353768200.0,111,5.2351036610599995e-14,0.125000399509,0.249546279492,0.00389973613654,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595300402000.0,17852874.5034,-392595300402000.0,-392595287778000.0,-392595313026000.0,-392595311763000.0,-392595289040000.0,2.0,318725128033000.0,92,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155967047782,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973348714000.0,20005300.2091,-392973348714000.0,-392973334568000.0,-392973362859000.0,-392973361445000.0,-392973335982000.0,2.0,400212036455000.0,98,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782557982334,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393878857462000.0,6379321.15773,-393878857462000.0,-393878852952000.0,-393878861973000.0,-393878861522000.0,-393878853403000.0,2.0,40695738433500.0,86,5.2351036610599995e-14,0.250000998773,0.249546279492,0.00779947850499,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324441862000.0,1947891.00338,-408324441862000.0,-408324440484000.0,-408324443239000.0,-408324443101000.0,-408324440622000.0,2.0,3794279361040.0,67,5.2351036610599995e-14,0.250000998773,0.249546279492,0.0155967047782,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702475019000.0,6858170.02506,-408702475019000.0,-408702470170000.0,-408702479869000.0,-408702479384000.0,-408702470655000.0,2.0,47034496092600.0,73,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782557982334,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608010075000.0,15749559.0872,-409608010075000.0,-409607998938000.0,-409608021211000.0,-409608020098000.0,-409608000052000.0,2.0,248048611441000.0,61,5.2351036610599995e-14,0.250000998773,0.249546279492,0.00779947850499,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053565572000.0,8627045.98662,-424053565572000.0,-424053559472000.0,-424053571672000.0,-424053571062000.0,-424053560082000.0,2.0,74425922455300.0,42,5.2351036610599995e-14,0.249999001227,0.249546279492,0.0155965801582,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431632933000.0,39113037.2539,-424431632933000.0,-424431605276000.0,-424431660590000.0,-424431657824000.0,-424431608041000.0,2.0,1529829683220000.0,48,5.2351036610599995e-14,0.249999001227,0.125226860254,0.00782551729578,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337110019000.0,476010.496513,-425337110019000.0,-425337109683000.0,-425337110356000.0,-425337110322000.0,-425337109716000.0,2.0,226585992790.0,36,5.2351036610599995e-14,0.249999001227,0.249546279492,0.00779941618599,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782491536000.0,51560552.0995,-439782491536000.0,-439782455077000.0,-439782527995000.0,-439782524349000.0,-439782458723000.0,2.0,2658490532800000.0,17,5.2351036610599995e-14,0.124998601718,0.249546279492,0.00779823400012,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160538450000.0,61972040.2963,-440160538450000.0,-440160494629000.0,-440160582271000.0,-440160577889000.0,-440160499011000.0,2.0,3840533778490000.0,23,5.2351036610599995e-14,0.124998601718,0.125226860254,0.00391273051049,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066001386000.0,2171411.43439,-441066001386000.0,-441065999851000.0,-441066002922000.0,-441066002768000.0,-441066000004000.0,2.0,4715027617380.0,11,5.2351036610599995e-14,0.124998601718,0.249546279492,0.00389968004944,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076053093000.0,5954513.76585,-597076053093000.0,-597076048883000.0,-597076057303000.0,-597076056882000.0,-597076049304000.0,2.0,35456234187700.0,116,5.2351036610599995e-14,0.125000399509,0.249546279492,0.00389973613654,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597390496661000.0,1111580.78725,-597390496661000.0,-597390495875000.0,-597390497447000.0,-597390497368000.0,-597390495954000.0,2.0,1235611846580.0,122,5.2351036610599995e-14,0.125000399509,0.125226860254,0.00391335189026,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805183395000.0,25831609.3283,-612805183395000.0,-612805165130000.0,-612805201661000.0,-612805199834000.0,-612805166956000.0,2.0,667272040490000.0,91,5.2351036610599995e-14,0.250000998773,0.249546279492,0.00779947850499,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613119631137000.0,7649567.51429,-613119631137000.0,-613119625728000.0,-613119636546000.0,-613119636005000.0,-613119626269000.0,2.0,58515883155700.0,97,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782671003417,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534328375000.0,1677089.70067,-628534328375000.0,-628534327190000.0,-628534329561000.0,-628534329443000.0,-628534327308000.0,2.0,2812629864080.0,66,5.2351036610599995e-14,0.250000998773,0.249546279492,0.00779947850499,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628848773359000.0,2153783.17394,-628848773359000.0,-628848771836000.0,-628848774882000.0,-628848774730000.0,-628848771989000.0,2.0,4638781960360.0,72,5.2351036610599995e-14,0.250000998773,0.125226860254,0.00782671003417,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263471650000.0,25361908.0804,-644263471650000.0,-644263453716000.0,-644263489583000.0,-644263487790000.0,-644263455509000.0,2.0,643226381480000.0,41,5.2351036610599995e-14,0.249999001227,0.249546279492,0.00779941618599,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644577887557000.0,16254518.4027,-644577887557000.0,-644577876064000.0,-644577899051000.0,-644577897902000.0,-644577877213000.0,2.0,264209368505000.0,47,5.2351036610599995e-14,0.249999001227,0.125226860254,0.00782664749759,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992335200000.0,8519367.19146,-659992335200000.0,-659992329176000.0,-659992341224000.0,-659992340621000.0,-659992329778000.0,2.0,72579617342900.0,16,5.2351036610599995e-14,0.124998601718,0.249546279492,0.00389968004944,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306780757000.0,17888872.6025,-660306780757000.0,-660306768108000.0,-660306793407000.0,-660306792142000.0,-660306769373000.0,2.0,320011762988000.0,22,5.2351036610599995e-14,0.124998601718,0.125226860254,0.00391329560733,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817600416890000.0,13548069.4958,-817600416890000.0,-817600407310000.0,-817600426470000.0,-817600425512000.0,-817600408268000.0,2.0,183550187064000.0,121,5.2351036610599995e-14,0.125000399509,0.125226860254,0.00195695849761,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833329508996000.0,1238345.49929,-833329508996000.0,-833329508120000.0,-833329509871000.0,-833329509784000.0,-833329508207000.0,2.0,1533499575610.0,96,5.2351036610599995e-14,0.250000998773,0.125226860254,0.0039139201225,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849058648647000.0,10965016.9978,-849058648647000.0,-849058640894000.0,-849058656400000.0,-849058655625000.0,-849058641669000.0,2.0,120231597763000.0,71,5.2351036610599995e-14,0.250000998773,0.125226860254,0.0039139201225,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864787762738000.0,8420619.37591,-864787762738000.0,-864787756784000.0,-864787768693000.0,-864787768097000.0,-864787757380000.0,2.0,70906830674000.0,46,5.2351036610599995e-14,0.249999001227,0.125226860254,0.0039138888497,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516683525000.0,52654247.1952,-880516683525000.0,-880516646292000.0,-880516720757000.0,-880516717034000.0,-880516650016000.0,2.0,2772469747690000.0,21,5.2351036610599995e-14,0.124998601718,0.125226860254,0.00195693035208,0.125018050542
