smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-193761928476000.0,2913569.94765,-193761928560000.0,-193761925786000.0,-193761931000000.0,-193761930999000.0,-193761925837000.0,4.0,8488889839850.0,0.00779900812097,48,1.7334191682000001e-13,0.250018051845,0.249546279492,0.125001984106
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194065815097000.0,2780008.89297,-194065813933000.0,-194065813287000.0,-194065819236000.0,-194065818468000.0,-194065813356000.0,4.0,7728449444970.0,0.0078273681505,74,1.7334191682000001e-13,0.250018051845,0.250453720508,0.125001984106
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194431168330000.0,5288536.80293,-194431168777000.0,-194431161796000.0,-194431173971000.0,-194431173510000.0,-194431162525000.0,4.0,27968621515900.0,0.00391311892231,100,1.7334191682000001e-13,0.249981948155,0.125226860254,0.125001984106
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194941251947000.0,502754.605323,-194941252038000.0,-194941251257000.0,-194941252456000.0,-194941252402000.0,-194941251365000.0,4.0,252762193174.0,0.0038989409552,22,1.7334191682000001e-13,0.124990974078,0.249546279492,0.125001984106
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198354154352000.0,1750143.83316,-198354154864000.0,-198354151825000.0,-198354155855000.0,-198354155721000.0,-198354152266000.0,4.0,3063003436740.0,0.0155979749784,43,1.7334191682000001e-13,0.250018051845,0.249546279492,0.250003306843
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198658042344000.0,3320948.09448,-198658042282000.0,-198658038705000.0,-198658046108000.0,-198658045786000.0,-198658038989000.0,4.0,11028696246200.0,0.0156546948874,69,1.7334191682000001e-13,0.250018051845,0.250453720508,0.250003306843
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199023394739000.0,2954350.53064,-199023394970000.0,-199023390956000.0,-199023398058000.0,-199023397687000.0,-199023391466000.0,4.0,8728187057900.0,0.00782621714084,95,1.7334191682000001e-13,0.249981948155,0.125226860254,0.250003306843
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199533476426000.0,1058596.27883,-199533476153000.0,-199533475522000.0,-199533477878000.0,-199533477676000.0,-199533475560000.0,4.0,1120626081560.0,0.00779786128164,17,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202946357684000.0,1754787.86756,-202946358248000.0,-202946355129000.0,-202946359112000.0,-202946359002000.0,-202946355577000.0,4.0,3079280460130.0,0.0155979749784,38,1.7334191682000001e-13,0.250018051845,0.249546279492,0.250003306843
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203250246465000.0,3312943.33953,-203250246957000.0,-203250242072000.0,-203250249876000.0,-203250249568000.0,-203250242674000.0,4.0,10975593570900.0,0.0156546948874,64,1.7334191682000001e-13,0.250018051845,0.250453720508,0.250003306843
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203615595711000.0,3624228.96901,-203615596148000.0,-203615591093000.0,-203615599455000.0,-203615599162000.0,-203615591647000.0,4.0,13135035619800.0,0.00782621714084,90,1.7334191682000001e-13,0.249981948155,0.125226860254,0.250003306843
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204125677525000.0,1244037.18052,-204125677300000.0,-204125676470000.0,-204125679032000.0,-204125678886000.0,-204125676480000.0,4.0,1547628506500.0,0.00779786128164,12,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207538579755000.0,1762010.47861,-207538580343000.0,-207538577250000.0,-207538581082000.0,-207538581052000.0,-207538577633000.0,4.0,3104680926720.0,0.0155975623434,33,1.7334191682000001e-13,0.250018051845,0.249546279492,0.249996693157
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207842468643000.0,4006639.7084,-207842468746000.0,-207842464132000.0,-207842472949000.0,-207842472641000.0,-207842464501000.0,4.0,16053161752900.0,0.0156542807519,59,1.7334191682000001e-13,0.250018051845,0.250453720508,0.249996693157
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208207819127000.0,2352273.81828,-208207818382000.0,-208207817234000.0,-208207822512000.0,-208207821964000.0,-208207817336000.0,4.0,5533192116150.0,0.00782601010299,85,1.7334191682000001e-13,0.249981948155,0.125226860254,0.249996693157
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208717902734000.0,1084406.52025,-208717903068000.0,-208717901221000.0,-208717903577000.0,-208717903560000.0,-208717901440000.0,4.0,1175937501160.0,0.00779765499392,7,1.7334191682000001e-13,0.124990974078,0.249546279492,0.249996693157
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130539689000.0,1905292.72637,-212130539956000.0,-212130537161000.0,-212130541682000.0,-212130541489000.0,-212130537514000.0,4.0,3630140373170.0,0.00779855422245,28,1.7334191682000001e-13,0.250018051845,0.249546279492,0.124994709051
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434425802000.0,3763721.40909,-212434426797000.0,-212434420572000.0,-212434429042000.0,-212434428878000.0,-212434421332000.0,4.0,14165598845300.0,0.00782691260144,54,1.7334191682000001e-13,0.250018051845,0.250453720508,0.124994709051
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799777690000.0,4792062.5046,-212799779493000.0,-212799770605000.0,-212799781171000.0,-212799780948000.0,-212799771910000.0,4.0,22963863048000.0,0.00391289118068,80,1.7334191682000001e-13,0.249981948155,0.125226860254,0.124994709051
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309860346000.0,412671.744582,-213309860382000.0,-213309859900000.0,-213309860721000.0,-213309860713000.0,-213309859929000.0,4.0,170297968776.0,0.00389871403872,2,1.7334191682000001e-13,0.124990974078,0.249546279492,0.124994709051
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406562956822000.0,1473941.15892,-406562956952000.0,-406562954902000.0,-406562958482000.0,-406562958274000.0,-406562955188000.0,4.0,2172502539940.0,0.0038989409552,23,1.7334191682000001e-13,0.124990974078,0.249546279492,0.125001984106
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406928313972000.0,1410267.68001,-406928314387000.0,-406928311937000.0,-406928315176000.0,-406928315076000.0,-406928312286000.0,4.0,1988854929280.0,0.0078273681505,49,1.7334191682000001e-13,0.250018051845,0.250453720508,0.125001984106
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407232197099000.0,1529542.39972,-407232197012000.0,-407232195398000.0,-407232198975000.0,-407232198762000.0,-407232195559000.0,4.0,2339499952530.0,0.00391368407525,75,1.7334191682000001e-13,0.250018051845,0.125226860254,0.125001984106
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411155180756000.0,1568461.84514,-411155181183000.0,-411155178543000.0,-411155182115000.0,-411155182030000.0,-411155178884000.0,4.0,2460072559650.0,0.00779786128164,18,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411520539779000.0,4420367.7744,-411520539926000.0,-411520534650000.0,-411520544613000.0,-411520544226000.0,-411520535125000.0,4.0,19539651261000.0,0.0156546948874,44,1.7334191682000001e-13,0.250018051845,0.250453720508,0.250003306843
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411824427960000.0,4783318.07665,-411824428429000.0,-411824422668000.0,-411824432313000.0,-411824432219000.0,-411824423043000.0,4.0,22880131822400.0,0.00782734744372,70,1.7334191682000001e-13,0.250018051845,0.125226860254,0.250003306843
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415747382728000.0,1226134.66673,-415747382649000.0,-415747381335000.0,-415747384278000.0,-415747384075000.0,-415747381490000.0,4.0,1503406220970.0,0.00779786128164,13,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416112738926000.0,2003216.7673,-416112738523000.0,-416112736997000.0,-416112741660000.0,-416112741266000.0,-416112737150000.0,4.0,4012877416790.0,0.0156546948874,39,1.7334191682000001e-13,0.250018051845,0.250453720508,0.250003306843
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416416626801000.0,4966152.10583,-416416627305000.0,-416416620366000.0,-416416632227000.0,-416416631661000.0,-416416621235000.0,4.0,24662666738200.0,0.00782734744372,65,1.7334191682000001e-13,0.250018051845,0.125226860254,0.250003306843
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420339608089000.0,1695534.61364,-420339608244000.0,-420339605930000.0,-420339609939000.0,-420339609759000.0,-420339606203000.0,4.0,2874837626060.0,0.00779765499392,8,1.7334191682000001e-13,0.124990974078,0.249546279492,0.249996693157
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420704967220000.0,3003039.13392,-420704966125000.0,-420704964980000.0,-420704971652000.0,-420704970825000.0,-420704965149000.0,4.0,9018244039880.0,0.0156542807519,34,1.7334191682000001e-13,0.250018051845,0.250453720508,0.249996693157
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421008847834000.0,5044272.38216,-421008847894000.0,-421008843144000.0,-421008852403000.0,-421008852340000.0,-421008843243000.0,4.0,25444683865400.0,0.00782714037597,60,1.7334191682000001e-13,0.250018051845,0.125226860254,0.249996693157
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931565671000.0,1434350.2888,-424931565073000.0,-424931564748000.0,-424931567791000.0,-424931567419000.0,-424931564761000.0,4.0,2057360750970.0,0.00389871403872,3,1.7334191682000001e-13,0.124990974078,0.249546279492,0.124994709051
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425296926972000.0,2080060.87681,-425296926881000.0,-425296924519000.0,-425296929607000.0,-425296929204000.0,-425296924867000.0,4.0,4326653251230.0,0.00782691260144,29,1.7334191682000001e-13,0.250018051845,0.250453720508,0.124994709051
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600806452000.0,1503850.91205,-425600807026000.0,-425600804241000.0,-425600807514000.0,-425600807476000.0,-425600804624000.0,4.0,2261567565680.0,0.00391345630072,55,1.7334191682000001e-13,0.250018051845,0.125226860254,0.124994709051
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-619729341072000.0,3260123.61054,-619729342141000.0,-619729336406000.0,-619729343599000.0,-619729343508000.0,-619729337139000.0,4.0,10628405956000.0,0.00391311892231,24,1.7334191682000001e-13,0.124990974078,0.250453720508,0.125001984106
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620094697187000.0,7325806.49804,-620094698562000.0,-620094687876000.0,-620094703747000.0,-620094703525000.0,-620094688923000.0,4.0,53667440846700.0,0.00391368407525,50,1.7334191682000001e-13,0.250018051845,0.125226860254,0.125001984106
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624321564321000.0,4140492.37088,-624321563208000.0,-624321560730000.0,-624321570140000.0,-624321569257000.0,-624321560944000.0,4.0,17143677073300.0,0.00782621714084,19,1.7334191682000001e-13,0.124990974078,0.250453720508,0.250003306843
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624686919189000.0,7322880.72277,-624686921694000.0,-624686908603000.0,-624686924765000.0,-624686924546000.0,-624686910326000.0,4.0,53624582079900.0,0.00782734744372,45,1.7334191682000001e-13,0.250018051845,0.125226860254,0.250003306843
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-628913767220000.0,1304598.62371,-628913767236000.0,-628913765773000.0,-628913768635000.0,-628913768532000.0,-628913765886000.0,4.0,1701977569000.0,0.00782621714084,14,1.7334191682000001e-13,0.124990974078,0.250453720508,0.250003306843
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629279122727000.0,5660630.22515,-629279123339000.0,-629279115683000.0,-629279128548000.0,-629279128132000.0,-629279116466000.0,4.0,32042734545800.0,0.00782734744372,40,1.7334191682000001e-13,0.250018051845,0.125226860254,0.250003306843
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633505994031000.0,4466361.58347,-633505995185000.0,-633505987656000.0,-633505998097000.0,-633505997666000.0,-633505988779000.0,4.0,19948385794300.0,0.00782601010299,9,1.7334191682000001e-13,0.124990974078,0.250453720508,0.249996693157
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633871347173000.0,4064512.4295,-633871347876000.0,-633871341908000.0,-633871351032000.0,-633871350817000.0,-633871342544000.0,4.0,16520261289600.0,0.00782714037597,35,1.7334191682000001e-13,0.250018051845,0.125226860254,0.249996693157
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638097947435000.0,2394220.12774,-638097947005000.0,-638097945001000.0,-638097950731000.0,-638097950193000.0,-638097945280000.0,4.0,5732290020080.0,0.00391289118068,4,1.7334191682000001e-13,0.124990974078,0.250453720508,0.124994709051
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463305826000.0,3522903.0089,-638463306670000.0,-638463301167000.0,-638463308797000.0,-638463308722000.0,-638463301749000.0,4.0,12410845610100.0,0.00391345630072,30,1.7334191682000001e-13,0.250018051845,0.125226860254,0.124994709051
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-832895720633000.0,5000461.95295,-832895722545000.0,-832895713406000.0,-832895724038000.0,-832895724023000.0,-832895714568000.0,4.0,25004619742900.0,0.00195655946116,25,1.7334191682000001e-13,0.124990974078,0.125226860254,0.125001984106
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-837487947518000.0,4402497.86665,-837487947454000.0,-837487942418000.0,-837487952744000.0,-837487952183000.0,-837487942941000.0,4.0,19381987465800.0,0.00391310857042,20,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842080149225000.0,1851700.35782,-842080149271000.0,-842080147390000.0,-842080150967000.0,-842080150922000.0,-842080147463000.0,4.0,3428794215150.0,0.00391310857042,15,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846672375631000.0,4060286.28287,-846672375241000.0,-846672371309000.0,-846672380731000.0,-846672380132000.0,-846672371675000.0,4.0,16485924698900.0,0.00391300505149,10,1.7334191682000001e-13,0.124990974078,0.125226860254,0.249996693157
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264332035000.0,3239641.13412,-851264331750000.0,-851264328400000.0,-851264336240000.0,-851264335636000.0,-851264328833000.0,4.0,10495274677900.0,0.00195644559034,5,1.7334191682000001e-13,0.124990974078,0.125226860254,0.124994709051
