smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-224764006449000.0,5130578.97905,-224764006449000.0,-224764002821000.0,-224764010077000.0,-224764009714000.0,-224764003184000.0,2.0,26322840660300.0,0.25,1.28667840979e-13,0.25,0.0156251942075,93,0.250003107319
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-224766852634000.0,3633769.06906,-224766852634000.0,-224766850065000.0,-224766855203000.0,-224766854947000.0,-224766850321000.0,2.0,13204277647300.0,0.25,1.28667840979e-13,0.25,0.0156251942075,87,0.250003107319
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-224767281564000.0,7689138.09365,-224767281564000.0,-224767276127000.0,-224767287001000.0,-224767286457000.0,-224767276671000.0,2.0,59122844623200.0,0.125,1.28667840979e-13,0.25,0.00781259710373,99,0.250003107319
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-229650629840000.0,3203952.93049,-229650629840000.0,-229650627575000.0,-229650632106000.0,-229650631879000.0,-229650627801000.0,2.0,10265314380800.0,0.25,1.28667840979e-13,0.12499839544,0.00781249681751,56,0.250003107319
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-229651100382000.0,6050142.15773,-229651100382000.0,-229651096104000.0,-229651104661000.0,-229651104233000.0,-229651096532000.0,2.0,36604220128800.0,0.25,1.28667840979e-13,0.25,0.0156251942075,68,0.250003107319
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-229653941154000.0,243764.898154,-229653941154000.0,-229653940982000.0,-229653941326000.0,-229653941309000.0,-229653940999000.0,2.0,59421325572.1,0.25,1.28667840979e-13,0.25,0.0156251942075,62,0.250003107319
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-229654378499000.0,7934974.43902,-229654378499000.0,-229654372888000.0,-229654384109000.0,-229654383548000.0,-229654373449000.0,2.0,62963819347900.0,0.125,1.28667840979e-13,0.25,0.00781259710373,74,0.250003107319
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-234537696011000.0,1281843.99053,-234537696011000.0,-234537695104000.0,-234537696917000.0,-234537696826000.0,-234537695195000.0,2.0,1643124016050.0,0.25,1.28667840979e-13,0.12499839544,0.00781230261255,31,0.249996892681
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-234538165410000.0,5563663.76292,-234538165410000.0,-234538161475000.0,-234538169344000.0,-234538168950000.0,-234538161869000.0,2.0,30954354466800.0,0.25,1.28667840979e-13,0.25,0.0156248057925,43,0.249996892681
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-234541010514000.0,3415165.72603,-234541010514000.0,-234541008100000.0,-234541012929000.0,-234541012688000.0,-234541008341000.0,2.0,11663356936200.0,0.25,1.28667840979e-13,0.25,0.0156248057925,37,0.249996892681
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-234541442935000.0,8307454.71376,-234541442935000.0,-234541437061000.0,-234541448809000.0,-234541448222000.0,-234541437648000.0,2.0,69013803821200.0,0.125,1.28667840979e-13,0.25,0.00781240289627,49,0.249996892681
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239424545048000.0,267439.606586,-239424545048000.0,-239424544859000.0,-239424545237000.0,-239424545219000.0,-239424544878000.0,2.0,71523943171.0,0.25,1.28667840979e-13,0.12499839544,0.00390606391404,6,0.124995649753
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239425018544000.0,1333623.2546,-239425018544000.0,-239425017601000.0,-239425019487000.0,-239425019393000.0,-239425017696000.0,2.0,1778550985210.0,0.25,1.28667840979e-13,0.25,0.00781222810956,18,0.124995649753
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239427857678000.0,3224503.97262,-239427857678000.0,-239427855398000.0,-239427859958000.0,-239427859730000.0,-239427855626000.0,2.0,10397425869400.0,0.25,1.28667840979e-13,0.25,0.00781222810956,12,0.124995649753
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-239428297670000.0,3101600.32876,-239428297670000.0,-239428295477000.0,-239428299864000.0,-239428299644000.0,-239428295697000.0,2.0,9619924599390.0,0.125,1.28667840979e-13,0.25,0.00390611405478,24,0.124995649753
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-459302464489000.0,254034.165743,-459302464489000.0,-459302464310000.0,-459302464669000.0,-459302464651000.0,-459302464328000.0,2.0,64533357364.8,0.25,1.28667840979e-13,0.12499839544,0.00390623869851,111,0.125001242928
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-459302922985000.0,6120247.44196,-459302922985000.0,-459302918657000.0,-459302927312000.0,-459302926880000.0,-459302919090000.0,2.0,37457428750800.0,0.125,1.28667840979e-13,0.25,0.00390628884149,123,0.125001242928
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-459305774789000.0,5564725.43955,-459305774789000.0,-459305770855000.0,-459305778724000.0,-459305778331000.0,-459305771248000.0,2.0,30966169217600.0,0.25,1.28667840979e-13,0.25,0.00781257768298,117,0.125001242928
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464189537097000.0,3020319.42073,-464189537097000.0,-464189534961000.0,-464189539233000.0,-464189539019000.0,-464189535175000.0,2.0,9122329403260.0,0.25,1.28667840979e-13,0.12499839544,0.00781249681751,86,0.250003107319
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464189989952000.0,231748.811651,-464189989952000.0,-464189989788000.0,-464189990116000.0,-464189990099000.0,-464189989804000.0,2.0,53707511701.4,0.125,1.28667840979e-13,0.25,0.00781259710373,98,0.250003107319
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464192846368000.0,1071641.31912,-464192846368000.0,-464192845610000.0,-464192847125000.0,-464192847050000.0,-464192845686000.0,2.0,1148415116850.0,0.25,1.28667840979e-13,0.25,0.0156251942075,92,0.250003107319
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-469076623295000.0,4578633.8763,-469076623295000.0,-469076620058000.0,-469076626533000.0,-469076626209000.0,-469076620381000.0,2.0,20963888173200.0,0.25,1.28667840979e-13,0.12499839544,0.00781249681751,61,0.250003107319
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-469077082098000.0,1228762.6998,-469077082098000.0,-469077081229000.0,-469077082967000.0,-469077082880000.0,-469077081316000.0,2.0,1509857772430.0,0.125,1.28667840979e-13,0.25,0.00781259710373,73,0.250003107319
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-469079932254000.0,4760105.1419,-469079932254000.0,-469079928888000.0,-469079935620000.0,-469079935284000.0,-469079929225000.0,2.0,22658600962000.0,0.25,1.28667840979e-13,0.25,0.0156251942075,67,0.250003107319
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-473963691832000.0,97874.9806131,-473963691832000.0,-473963691762000.0,-473963691901000.0,-473963691894000.0,-473963691769000.0,2.0,9579511830.01,0.25,1.28667840979e-13,0.12499839544,0.00781230261255,36,0.249996892681
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-473964156558000.0,1252770.30085,-473964156558000.0,-473964155673000.0,-473964157444000.0,-473964157356000.0,-473964155761000.0,2.0,1569433426690.0,0.125,1.28667840979e-13,0.25,0.00781240289627,48,0.249996892681
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-473966999941000.0,3578106.7723,-473966999941000.0,-473966997411000.0,-473967002471000.0,-473967002218000.0,-473966997664000.0,2.0,12802848074000.0,0.25,1.28667840979e-13,0.25,0.0156248057925,42,0.249996892681
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850538316000.0,3587858.48192,-478850538316000.0,-478850535779000.0,-478850540853000.0,-478850540599000.0,-478850536032000.0,2.0,12872728486300.0,0.25,1.28667840979e-13,0.12499839544,0.00390606391404,11,0.124995649753
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478850995766000.0,6490705.67857,-478850995766000.0,-478850991177000.0,-478851000356000.0,-478850999897000.0,-478850991635000.0,2.0,42129260205800.0,0.125,1.28667840979e-13,0.25,0.00390611405478,23,0.124995649753
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478853852313000.0,7453605.642,-478853852313000.0,-478853847043000.0,-478853857584000.0,-478853857057000.0,-478853847570000.0,2.0,55556237066500.0,0.25,1.28667840979e-13,0.25,0.00781222810956,17,0.124995649753
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-698728457461000.0,3935782.50704,-698728457461000.0,-698728454678000.0,-698728460244000.0,-698728459966000.0,-698728454957000.0,2.0,15490383942700.0,0.25,1.28667840979e-13,0.12499839544,0.00390623869851,116,0.125001242928
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-698731752587000.0,7314722.8433,-698731752587000.0,-698731747415000.0,-698731757759000.0,-698731757242000.0,-698731747932000.0,2.0,53505170274300.0,0.125,1.28667840979e-13,0.25,0.00390628884149,122,0.125001242928
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-703615527225000.0,1146979.34821,-703615527225000.0,-703615526414000.0,-703615528036000.0,-703615527955000.0,-703615526495000.0,2.0,1315561625220.0,0.25,1.28667840979e-13,0.12499839544,0.00781249681751,91,0.250003107319
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-703618828512000.0,1297483.66783,-703618828512000.0,-703618827594000.0,-703618829429000.0,-703618829337000.0,-703618827686000.0,2.0,1683463868280.0,0.125,1.28667840979e-13,0.25,0.00781259710373,97,0.250003107319
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-708502613619000.0,5957997.85774,-708502613619000.0,-708502609406000.0,-708502617832000.0,-708502617411000.0,-708502609827000.0,2.0,35497738472800.0,0.25,1.28667840979e-13,0.12499839544,0.00781249681751,66,0.250003107319
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-708505917041000.0,2695547.70681,-708505917041000.0,-708505915135000.0,-708505918947000.0,-708505918757000.0,-708505915326000.0,2.0,7265977439710.0,0.125,1.28667840979e-13,0.25,0.00781259710373,72,0.250003107319
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-713389685246000.0,7719488.70769,-713389685246000.0,-713389679788000.0,-713389690705000.0,-713389690159000.0,-713389680334000.0,2.0,59590505908100.0,0.25,1.28667840979e-13,0.12499839544,0.00781230261255,41,0.249996892681
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-713392991604000.0,2072519.811,-713392991604000.0,-713392990139000.0,-713392993070000.0,-713392992923000.0,-713392990285000.0,2.0,4295338366980.0,0.125,1.28667840979e-13,0.25,0.00781240289627,47,0.249996892681
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718276533147000.0,537179.917668,-718276533147000.0,-718276532767000.0,-718276533526000.0,-718276533488000.0,-718276532805000.0,2.0,288562263945.0,0.25,1.28667840979e-13,0.12499839544,0.00390606391404,16,0.124995649753
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718279836749000.0,6887563.87943,-718279836749000.0,-718279831879000.0,-718279841619000.0,-718279841132000.0,-718279832366000.0,2.0,47438536193200.0,0.125,1.28667840979e-13,0.25,0.00390611405478,22,0.124995649753
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-938154440995000.0,6598740.28102,-938154440995000.0,-938154436329000.0,-938154445661000.0,-938154445194000.0,-938154436795000.0,2.0,43543373296400.0,0.125,1.28667840979e-13,0.12499839544,0.00195311934925,121,0.125001242928
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-943041506329000.0,1537488.52567,-943041506329000.0,-943041505242000.0,-943041507416000.0,-943041507308000.0,-943041505351000.0,2.0,2363870966580.0,0.125,1.28667840979e-13,0.12499839544,0.00390624840876,96,0.250003107319
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-947928594286000.0,4464948.25322,-947928594286000.0,-947928591128000.0,-947928597443000.0,-947928597127000.0,-947928591444000.0,2.0,19935762903900.0,0.125,1.28667840979e-13,0.12499839544,0.00390624840876,71,0.250003107319
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-952815665748000.0,1671788.60952,-952815665748000.0,-952815664566000.0,-952815666931000.0,-952815666812000.0,-952815664684000.0,2.0,2794877154910.0,0.125,1.28667840979e-13,0.12499839544,0.00390615130627,46,0.249996892681
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957702514387000.0,4089676.87334,-957702514387000.0,-957702511495000.0,-957702517279000.0,-957702516990000.0,-957702511784000.0,2.0,16725456928300.0,0.125,1.28667840979e-13,0.12499839544,0.00195303195702,21,0.124995649753
