npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565341443000.0,356802.877709,-180565341443000.0,-180565341191000.0,-180565341696000.0,-180565341670000.0,-180565341216000.0,2.0,127308293542.0,2.85069050095e-13,0.249579831933,106,0.00390006767317,0.125008550516,0.125003719426
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054656864000.0,6907807.86044,-184054656864000.0,-184054651979000.0,-184054661748000.0,-184054661260000.0,-184054652467000.0,2.0,47717809436700.0,2.85069050095e-13,0.249579831933,12,0.00779928435215,0.250017101033,0.12499008153
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054688871000.0,11615596.9558,-184054688871000.0,-184054680658000.0,-184054697085000.0,-184054696263000.0,-184054681479000.0,2.0,134922092640000.0,2.85069050095e-13,0.249579831933,37,0.0155994196985,0.250017101033,0.249993800956
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054737054000.0,17328935.4916,-184054737054000.0,-184054724801000.0,-184054749307000.0,-184054748082000.0,-184054726026000.0,2.0,300292005273000.0,2.85069050095e-13,0.249579831933,62,0.0156001933296,0.250017101033,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054790817000.0,21623159.5963,-184054790817000.0,-184054775527000.0,-184054806107000.0,-184054804578000.0,-184054777056000.0,2.0,467561030929000.0,2.85069050095e-13,0.249579831933,87,0.0156001933296,0.250017101033,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054814794000.0,649321.153242,-184054814794000.0,-184054814335000.0,-184054815253000.0,-184054815207000.0,-184054814381000.0,2.0,421617960047.0,2.85069050095e-13,0.249579831933,112,0.00780013534634,0.250017101033,0.125003719426
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909078553000.0,6677603.56887,-188909078553000.0,-188909073831000.0,-188909083275000.0,-188909082803000.0,-188909074303000.0,2.0,44590389423000.0,2.85069050095e-13,0.250420168067,18,0.00782554456883,0.250017101033,0.12499008153
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909101634000.0,2901062.17187,-188909101634000.0,-188909099583000.0,-188909103685000.0,-188909103480000.0,-188909099788000.0,2.0,8416161725070.0,2.85069050095e-13,0.250420168067,43,0.0156519429971,0.250017101033,0.249993800956
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909143512000.0,202745.744263,-188909143512000.0,-188909143368000.0,-188909143655000.0,-188909143641000.0,-188909143383000.0,2.0,41105836816.7,2.85069050095e-13,0.250420168067,68,0.015652719233,0.250017101033,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909199877000.0,20667472.6524,-188909199877000.0,-188909185263000.0,-188909214491000.0,-188909213030000.0,-188909186724000.0,2.0,427144425838000.0,2.85069050095e-13,0.250420168067,93,0.015652719233,0.250017101033,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909242874000.0,3528654.00002,-188909242874000.0,-188909240379000.0,-188909245369000.0,-188909245120000.0,-188909240628000.0,2.0,12451399051900.0,2.85069050095e-13,0.250420168067,118,0.00782639842831,0.250017101033,0.125003719426
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763507453000.0,25940628.8642,-193763507453000.0,-193763489110000.0,-193763525796000.0,-193763523962000.0,-193763490945000.0,2.0,672916225871000.0,2.85069050095e-13,0.125210084034,24,0.00391223702145,0.249982898967,0.12499008153
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763512651000.0,191553.879101,-193763512651000.0,-193763512515000.0,-193763512786000.0,-193763512773000.0,-193763512529000.0,2.0,36692888598.7,2.85069050095e-13,0.125210084034,49,0.00782490091423,0.249982898967,0.249993800956
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763544132000.0,3225398.68367,-193763544132000.0,-193763541852000.0,-193763546413000.0,-193763546185000.0,-193763542080000.0,2.0,10403196668600.0,2.85069050095e-13,0.125210084034,74,0.00782528897909,0.249982898967,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763634519000.0,36031221.9717,-193763634519000.0,-193763609041000.0,-193763659997000.0,-193763657449000.0,-193763611588000.0,2.0,1298248956770000.0,2.85069050095e-13,0.125210084034,99,0.00782528897909,0.249982898967,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763645037000.0,18470018.4532,-193763645037000.0,-193763631977000.0,-193763658097000.0,-193763656791000.0,-193763633283000.0,2.0,341141581660000.0,2.85069050095e-13,0.125210084034,124,0.00391266389279,0.249982898967,0.125003719426
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578100512000.0,394249.197812,-382578100512000.0,-382578100233000.0,-382578100790000.0,-382578100763000.0,-382578100261000.0,2.0,155432429975.0,2.85069050095e-13,0.249579831933,11,0.00389964217608,0.125008550516,0.12499008153
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578131787000.0,17591593.6864,-382578131787000.0,-382578119348000.0,-382578144226000.0,-382578142982000.0,-382578120592000.0,2.0,309464168426000.0,2.85069050095e-13,0.249579831933,36,0.00779970984924,0.125008550516,0.249993800956
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578166001000.0,828936.285643,-382578166001000.0,-382578165415000.0,-382578166587000.0,-382578166529000.0,-382578165474000.0,2.0,687135365656.0,2.85069050095e-13,0.249579831933,61,0.00780009666478,0.125008550516,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578210703000.0,895229.269952,-382578210703000.0,-382578210070000.0,-382578211336000.0,-382578211272000.0,-382578210133000.0,2.0,801435445779.0,2.85069050095e-13,0.249579831933,86,0.00780009666478,0.125008550516,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578261447000.0,16661288.2077,-382578261447000.0,-382578249666000.0,-382578273228000.0,-382578272050000.0,-382578250844000.0,2.0,277598524742000.0,2.85069050095e-13,0.249579831933,111,0.00390006767317,0.125008550516,0.125003719426
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432500321000.0,2544132.45688,-387432500321000.0,-387432498522000.0,-387432502120000.0,-387432501940000.0,-387432498702000.0,2.0,6472609958170.0,2.85069050095e-13,0.250420168067,17,0.00782554456883,0.250017101033,0.12499008153
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432566486000.0,22550133.1436,-387432566486000.0,-387432550541000.0,-387432582431000.0,-387432580837000.0,-387432552135000.0,2.0,508508504794000.0,2.85069050095e-13,0.250420168067,42,0.0156519429971,0.250017101033,0.249993800956
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432611652000.0,32136087.4317,-387432611652000.0,-387432588928000.0,-387432634375000.0,-387432632103000.0,-387432591200000.0,2.0,1032728115420000.0,2.85069050095e-13,0.250420168067,67,0.015652719233,0.250017101033,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432652318000.0,23822698.1033,-387432652318000.0,-387432635473000.0,-387432669163000.0,-387432667478000.0,-387432637157000.0,2.0,567520944921000.0,2.85069050095e-13,0.250420168067,92,0.015652719233,0.250017101033,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432691305000.0,18455447.1258,-387432691305000.0,-387432678255000.0,-387432704355000.0,-387432703050000.0,-387432679560000.0,2.0,340603528614000.0,2.85069050095e-13,0.250420168067,117,0.00782639842831,0.250017101033,0.125003719426
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286927089000.0,3907909.63935,-392286927089000.0,-392286924326000.0,-392286929853000.0,-392286929576000.0,-392286924602000.0,2.0,15271757749300.0,2.85069050095e-13,0.125210084034,23,0.00391277228441,0.250017101033,0.12499008153
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286959430000.0,4427636.96842,-392286959430000.0,-392286956299000.0,-392286962561000.0,-392286962248000.0,-392286956612000.0,2.0,19603969124100.0,2.85069050095e-13,0.125210084034,48,0.00782597149857,0.250017101033,0.249993800956
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287045474000.0,9940800.31407,-392287045474000.0,-392287038445000.0,-392287052503000.0,-392287051800000.0,-392287039148000.0,2.0,98819510884200.0,2.85069050095e-13,0.125210084034,73,0.00782635961652,0.250017101033,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287071779000.0,1229610.34406,-392287071779000.0,-392287070910000.0,-392287072649000.0,-392287072562000.0,-392287070997000.0,2.0,1511941598210.0,2.85069050095e-13,0.125210084034,98,0.00782635961652,0.250017101033,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287110088000.0,11563926.8956,-392287110088000.0,-392287101911000.0,-392287118265000.0,-392287117448000.0,-392287102729000.0,2.0,133724405246000.0,2.85069050095e-13,0.125210084034,123,0.00391319921416,0.250017101033,0.125003719426
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955957850000.0,24683526.4516,-585955957850000.0,-585955940396000.0,-585955975304000.0,-585955973559000.0,-585955942142000.0,2.0,609276478085000.0,2.85069050095e-13,0.250420168067,16,0.00391277228441,0.125008550516,0.12499008153
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956000691000.0,14246537.2883,-585956000691000.0,-585955990617000.0,-585956010765000.0,-585956009757000.0,-585955991624000.0,2.0,202963824708000.0,2.85069050095e-13,0.250420168067,41,0.00782597149857,0.125008550516,0.249993800956
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956039202000.0,13258252.0589,-585956039202000.0,-585956029827000.0,-585956048577000.0,-585956047640000.0,-585956030765000.0,2.0,175781247656000.0,2.85069050095e-13,0.250420168067,66,0.00782635961652,0.125008550516,0.250006199044
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956078101000.0,5686257.25206,-585956078101000.0,-585956074080000.0,-585956082122000.0,-585956081720000.0,-585956074482000.0,2.0,32333521536600.0,2.85069050095e-13,0.250420168067,91,0.00782635961652,0.125008550516,0.250006199044
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956125548000.0,12363035.0749,-585956125548000.0,-585956116806000.0,-585956134290000.0,-585956133416000.0,-585956117680000.0,2.0,152844636263000.0,2.85069050095e-13,0.250420168067,116,0.00391319921416,0.125008550516,0.125003719426
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810367883000.0,9972627.45546,-590810367883000.0,-590810360831000.0,-590810374935000.0,-590810374230000.0,-590810361536000.0,2.0,99453298365300.0,2.85069050095e-13,0.125210084034,22,0.00391277228441,0.250017101033,0.12499008153
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810423568000.0,15614346.3495,-590810423568000.0,-590810412527000.0,-590810434609000.0,-590810433505000.0,-590810413631000.0,2.0,243807811921000.0,2.85069050095e-13,0.125210084034,47,0.00782597149857,0.250017101033,0.249993800956
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810443560000.0,63811.0837012,-590810443560000.0,-590810443515000.0,-590810443605000.0,-590810443601000.0,-590810443519000.0,2.0,4071854403.12,2.85069050095e-13,0.125210084034,72,0.00782635961652,0.250017101033,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810500290000.0,8010359.64539,-590810500290000.0,-590810494626000.0,-590810505955000.0,-590810505388000.0,-590810495193000.0,2.0,64165861648500.0,2.85069050095e-13,0.125210084034,97,0.00782635961652,0.250017101033,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810549095000.0,4655291.32245,-590810549095000.0,-590810545803000.0,-590810552387000.0,-590810552058000.0,-590810546133000.0,2.0,21671737296800.0,2.85069050095e-13,0.125210084034,122,0.00391319921416,0.250017101033,0.125003719426
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333802299000.0,1150442.934,-789333802299000.0,-789333801486000.0,-789333803113000.0,-789333803031000.0,-789333801567000.0,2.0,1323518944390.0,2.85069050095e-13,0.125210084034,21,0.00195638614221,0.125008550516,0.12499008153
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333879265000.0,15572269.0766,-789333879265000.0,-789333868254000.0,-789333890277000.0,-789333889175000.0,-789333869355000.0,2.0,242495564193000.0,2.85069050095e-13,0.125210084034,46,0.00391298574928,0.125008550516,0.249993800956
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333915041000.0,35236937.9179,-789333915041000.0,-789333890125000.0,-789333939958000.0,-789333937466000.0,-789333892617000.0,2.0,1241641793830000.0,2.85069050095e-13,0.125210084034,71,0.00391317980826,0.125008550516,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333962770000.0,42936755.4453,-789333962770000.0,-789333932409000.0,-789333993131000.0,-789333990095000.0,-789333935446000.0,2.0,1843564968170000.0,2.85069050095e-13,0.125210084034,96,0.00391317980826,0.125008550516,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334015583000.0,15917663.8691,-789334015583000.0,-789334004327000.0,-789334026838000.0,-789334025712000.0,-789334005453000.0,2.0,253372023050000.0,2.85069050095e-13,0.125210084034,121,0.00195659960708,0.125008550516,0.125003719426
