smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993832579000.0,187196.289368,-206993832579000.0,-206993832447000.0,-206993832711000.0,-206993832698000.0,-206993832460000.0,2.0,35042450753.1,106,3.66466187075e-13,0.125018050542,0.00391402488934,0.125003845369,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301443105000.0,1325781.50669,-207301443105000.0,-207301442167000.0,-207301444042000.0,-207301443948000.0,-207301442261000.0,2.0,1757696603470.0,112,3.66466187075e-13,0.25,0.00779856113348,0.125003845369,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306281160000.0,1026118.82311,-208306281160000.0,-208306280434000.0,-208306281885000.0,-208306281813000.0,-208306280507000.0,2.0,1052919839140.0,93,3.66466187075e-13,0.249963898917,0.0155947827514,0.250006292421,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676084122000.0,386121.999731,-208676084122000.0,-208676083849000.0,-208676084395000.0,-208676084368000.0,-208676083876000.0,2.0,149090198676.0,99,3.66466187075e-13,0.25,0.00782687576092,0.250006292421,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192407642000.0,275015.438154,-209192407642000.0,-209192407448000.0,-209192407837000.0,-209192407817000.0,-209192407467000.0,2.0,75633491223.3,81,3.66466187075e-13,0.125018050542,0.00782800599569,0.250006292421,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500017558000.0,581286.653319,-209500017558000.0,-209500017147000.0,-209500017969000.0,-209500017928000.0,-209500017188000.0,2.0,337894173327.0,87,3.66466187075e-13,0.25,0.0155970350308,0.250006292421,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504832873000.0,1320546.81728,-210504832873000.0,-210504831939000.0,-210504833806000.0,-210504833713000.0,-210504832032000.0,2.0,1743843896640.0,68,3.66466187075e-13,0.249963898917,0.0155947827514,0.250006292421,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874636581000.0,685618.027077,-210874636581000.0,-210874636097000.0,-210874637066000.0,-210874637018000.0,-210874636145000.0,2.0,470072079053.0,74,3.66466187075e-13,0.25,0.00782687576092,0.250006292421,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390957743000.0,50264.5971523,-211390957743000.0,-211390957707000.0,-211390957778000.0,-211390957775000.0,-211390957711000.0,2.0,2526529726.88,56,3.66466187075e-13,0.125018050542,0.00782800599569,0.250006292421,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698567735000.0,271024.726355,-211698567735000.0,-211698567543000.0,-211698567926000.0,-211698567907000.0,-211698567562000.0,2.0,73454402295.9,62,3.66466187075e-13,0.25,0.0155970350308,0.250006292421,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703406300000.0,894453.087677,-212703406300000.0,-212703405668000.0,-212703406933000.0,-212703406869000.0,-212703405731000.0,2.0,800046326056.0,43,3.66466187075e-13,0.249963898917,0.0155939977396,0.249993707579,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073209335000.0,328507.690501,-213073209335000.0,-213073209103000.0,-213073209567000.0,-213073209544000.0,-213073209126000.0,2.0,107917302718.0,49,3.66466187075e-13,0.25,0.00782648177084,0.249993707579,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589532542000.0,312933.950907,-213589532542000.0,-213589532320000.0,-213589532763000.0,-213589532741000.0,-213589532342000.0,2.0,97927657630.4,31,3.66466187075e-13,0.125018050542,0.00782761194871,0.249993707579,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897142501000.0,1152780.49644,-213897142501000.0,-213897141686000.0,-213897143317000.0,-213897143235000.0,-213897141768000.0,2.0,1328902872960.0,37,3.66466187075e-13,0.25,0.0155962499057,0.249993707579,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901733123000.0,1709477.0253,-214901733123000.0,-214901731914000.0,-214901734332000.0,-214901734211000.0,-214901732035000.0,2.0,2922311700040.0,18,3.66466187075e-13,0.249963898917,0.00779656275213,0.12498986221,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271538320000.0,714859.455741,-215271538320000.0,-215271537815000.0,-215271538826000.0,-215271538775000.0,-215271537865000.0,2.0,511024041463.0,24,3.66466187075e-13,0.25,0.00391302200204,0.12498986221,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787860683000.0,731084.683748,-215787860683000.0,-215787860166000.0,-215787861200000.0,-215787861148000.0,-215787860217000.0,2.0,534484814811.0,6,3.66466187075e-13,0.125018050542,0.00391358705936,0.12498986221,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095469171000.0,1809085.63287,-216095469171000.0,-216095467892000.0,-216095470450000.0,-216095470322000.0,-216095468020000.0,2.0,3272790827060.0,12,3.66466187075e-13,0.25,0.00779768877217,0.12498986221,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508350531000.0,27396.587072,-421508350531000.0,-421508350512000.0,-421508350551000.0,-421508350549000.0,-421508350514000.0,2.0,750572983.195,117,3.66466187075e-13,0.25,0.00779856113348,0.125003845369,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878166156000.0,1247380.37941,-421878166156000.0,-421878165274000.0,-421878167038000.0,-421878166950000.0,-421878165363000.0,2.0,1555957810940.0,123,3.66466187075e-13,0.249963898917,0.00391289464826,0.125003845369,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764297355000.0,1228256.7649,-422764297355000.0,-422764296487000.0,-422764298224000.0,-422764298137000.0,-422764296574000.0,2.0,1508614680530.0,111,3.66466187075e-13,0.125018050542,0.00389984363975,0.125003845369,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706925510000.0,220728.508272,-423706925510000.0,-423706925354000.0,-423706925666000.0,-423706925650000.0,-423706925370000.0,2.0,48721074363.8,92,3.66466187075e-13,0.25,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076738819000.0,100961.987849,-424076738819000.0,-424076738747000.0,-424076738890000.0,-424076738883000.0,-424076738754000.0,2.0,10193322990.4,98,3.66466187075e-13,0.249963898917,0.00782574552616,0.250006292421,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962871937000.0,464527.524328,-424962871937000.0,-424962871609000.0,-424962872265000.0,-424962872233000.0,-424962871641000.0,2.0,215785820858.0,86,3.66466187075e-13,0.125018050542,0.00779964365513,0.250006292421,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905475594000.0,1208828.07801,-425905475594000.0,-425905474739000.0,-425905476449000.0,-425905476363000.0,-425905474825000.0,2.0,1461265322190.0,67,3.66466187075e-13,0.25,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275287725000.0,690621.912408,-426275287725000.0,-426275287236000.0,-426275288213000.0,-426275288164000.0,-426275287285000.0,2.0,476958625899.0,73,3.66466187075e-13,0.249963898917,0.00782574552616,0.250006292421,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161421777000.0,1197456.65192,-427161421777000.0,-427161420931000.0,-427161422624000.0,-427161422539000.0,-427161421015000.0,2.0,1433902433230.0,61,3.66466187075e-13,0.125018050542,0.00779964365513,0.250006292421,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104050721000.0,110441.726522,-428104050721000.0,-428104050643000.0,-428104050799000.0,-428104050791000.0,-428104050650000.0,2.0,12197374957.3,42,3.66466187075e-13,0.25,0.0155962499057,0.249993707579,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473862571000.0,371118.674339,-428473862571000.0,-428473862309000.0,-428473862834000.0,-428473862807000.0,-428473862335000.0,2.0,137729070443.0,48,3.66466187075e-13,0.249963898917,0.00782535159296,0.249993707579,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359997645000.0,594586.82364,-429359997645000.0,-429359997224000.0,-429359998065000.0,-429359998023000.0,-429359997267000.0,2.0,353533490846.0,36,3.66466187075e-13,0.125018050542,0.00779925103585,0.249993707579,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302379247000.0,918149.429158,-430302379247000.0,-430302378598000.0,-430302379896000.0,-430302379831000.0,-430302378663000.0,2.0,842998374263.0,17,3.66466187075e-13,0.25,0.00779768877217,0.12498986221,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672191761000.0,720857.35643,-430672191761000.0,-430672191252000.0,-430672192271000.0,-430672192220000.0,-430672191303000.0,2.0,519635328320.0,23,3.66466187075e-13,0.249963898917,0.00391245694471,0.12498986221,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558324872000.0,601013.893951,-431558324872000.0,-431558324447000.0,-431558325297000.0,-431558325254000.0,-431558324489000.0,2.0,361217700722.0,11,3.66466187075e-13,0.125018050542,0.00389940739611,0.12498986221,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971205967000.0,990059.802319,-636971205967000.0,-636971205267000.0,-636971206667000.0,-636971206597000.0,-636971205337000.0,2.0,980218412168.0,116,3.66466187075e-13,0.125018050542,0.00389984363975,0.125003845369,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278808414000.0,431090.300801,-637278808414000.0,-637278808109000.0,-637278808719000.0,-637278808688000.0,-637278808139000.0,2.0,185838847445.0,122,3.66466187075e-13,0.25,0.0039134597688,0.125003845369,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169780829000.0,652069.390038,-639169780829000.0,-639169780368000.0,-639169781290000.0,-639169781244000.0,-639169780414000.0,2.0,425194489424.0,91,3.66466187075e-13,0.125018050542,0.00779964365513,0.250006292421,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477382352000.0,694559.436519,-639477382352000.0,-639477381861000.0,-639477382843000.0,-639477382794000.0,-639477381910000.0,2.0,482412810858.0,97,3.66466187075e-13,0.25,0.00782687576092,0.250006292421,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368331073000.0,269271.477188,-641368331073000.0,-641368330882000.0,-641368331263000.0,-641368331244000.0,-641368330901000.0,2.0,72507128427.2,66,3.66466187075e-13,0.125018050542,0.00779964365513,0.250006292421,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675935413000.0,1559050.33275,-641675935413000.0,-641675934310000.0,-641675936515000.0,-641675936405000.0,-641675934421000.0,2.0,2430637940050.0,72,3.66466187075e-13,0.25,0.00782687576092,0.250006292421,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566904044000.0,1590798.72012,-643566904044000.0,-643566902919000.0,-643566905169000.0,-643566905056000.0,-643566903031000.0,2.0,2530640567940.0,41,3.66466187075e-13,0.125018050542,0.00779925103585,0.249993707579,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874506299000.0,2283563.43124,-643874506299000.0,-643874504684000.0,-643874507913000.0,-643874507752000.0,-643874504845000.0,2.0,5214661944500.0,47,3.66466187075e-13,0.25,0.00782648177084,0.249993707579,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765233770000.0,2204193.08154,-645765233770000.0,-645765232212000.0,-645765235329000.0,-645765235173000.0,-645765232367000.0,2.0,4858467140700.0,16,3.66466187075e-13,0.125018050542,0.00389940739611,0.12498986221,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072833195000.0,1972583.96767,-646072833195000.0,-646072831800000.0,-646072834589000.0,-646072834450000.0,-646072831939000.0,2.0,3891087509510.0,22,3.66466187075e-13,0.25,0.00391302200204,0.12498986221,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741663788000.0,1450649.00704,-852741663788000.0,-852741662762000.0,-852741664814000.0,-852741664711000.0,-852741662865000.0,2.0,2104382541630.0,121,3.66466187075e-13,0.125018050542,0.00195701244467,0.125003845369,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940237082000.0,5787969.78956,-854940237082000.0,-854940232989000.0,-854940241175000.0,-854940240766000.0,-854940233399000.0,2.0,33500594284800.0,96,3.66466187075e-13,0.125018050542,0.00391400299785,0.250006292421,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138786699000.0,154613.228735,-857138786699000.0,-857138786589000.0,-857138786808000.0,-857138786797000.0,-857138786600000.0,2.0,23905250500.0,71,3.66466187075e-13,0.125018050542,0.00391400299785,0.250006292421,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337361394000.0,1169040.28429,-859337361394000.0,-859337360567000.0,-859337362221000.0,-859337362138000.0,-859337360650000.0,2.0,1366655186290.0,46,3.66466187075e-13,0.125018050542,0.00391380597435,0.249993707579,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535690841000.0,1454853.46396,-861535690841000.0,-861535689812000.0,-861535691870000.0,-861535691767000.0,-861535689915000.0,2.0,2116598601600.0,21,3.66466187075e-13,0.125018050542,0.00195679352968,0.12498986221,0.125226860254
