,index,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
66,62,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,670505937.23,211624.494398,670464991.7919999,670799435.889,670294329.446,670318965.96,670750232.112,4.0,44784926629.3,0.111137306677,0.111374407583,0.00137430487788,0.11102935405400001,313,4.3848457759400005e-12
67,66,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,670136568.14,222578.891906,670193705.065,670330085.941,669828776.49,669872957.016,670320187.57,4.0,49541363122.0,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,323,4.3848457759400005e-12
68,70,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,668941105.41,116460.82990799999,668938316.503,669072517.0730001,668815271.56,668824499.561,669061615.728,4.0,13563124902.8,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,333,4.3848457759400005e-12
69,74,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,667056468.428,324393.58466500003,667055501.103,667446193.3230001,666668678.1830001,666714412.165,667399878.946,4.0,105231197772.0,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,343,4.3848457759400005e-12
70,78,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,665739129.127,257659.42358600002,665809446.663,665968293.403,665369329.778,665435043.59,665944770.113,4.0,66388378562.6,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,353,4.3848457759400005e-12
71,59,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,665206471.034,151586.139367,665242671.929,665346194.253,664994346.025,665027101.8330001,665335158.981,4.0,22978357648.2,0.111137306677,0.111374407583,0.0006866059715060001,0.055470528216,303,4.3848457759400005e-12
72,82,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,664068564.4909999,145710.94966800002,664032548.1259999,664274946.125,663934215.586,663946696.353,664240855.54,4.0,21231680853.1,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,363,4.3848457759400005e-12
73,85,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,662351515.923,107350.285263,662306490.593,662511196.636,662281885.872,662284187.899,662481879.41,4.0,11524083746.1,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,373,4.3848457759400005e-12
74,90,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,660882219.11,202509.60352,660924373.951,661068417.02,660611711.517,660647171.311,661058250.131,4.0,41010139517.9,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,383,4.3848457759400005e-12
75,93,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,659016742.976,146204.386623,659046353.3790001,659151556.681,658822708.466,658847671.395,659144359.994,4.0,21375722667.9,0.111137306677,0.111374407583,0.000687820343581,0.055568636684699996,393,4.3848457759400005e-12
76,65,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,625849173.15,237836.776491,625927325.42,626037336.428,625504705.3330001,625561895.5730001,626027037.55,4.0,56566332251.7,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,322,4.3848457759400005e-12
77,69,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,625486836.912,296491.396337,625428473.576,625877970.431,625212430.065,625226891.569,625828490.925,4.0,87907148101.7,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,332,4.3848457759400005e-12
78,73,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,624185477.444,131547.485699,624213596.758,624311690.892,624003025.37,624031070.574,624300517.277,4.0,17304740993.7,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,342,4.3848457759400005e-12
79,61,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,624170339.0630001,94236.36592889999,624191272.159,624250868.885,624047943.048,624062487.806,624248883.985,4.0,8880492663.48,0.111137306677,0.111374407583,0.00137430487788,0.11102935405400001,312,4.3848457759400005e-12
80,76,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,623036776.8740001,519293.382914,622983274.41,623708071.327,622472487.35,622529486.66,623618970.538,4.0,269665617539.0,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,352,4.3848457759400005e-12
81,81,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,621425848.574,185658.14802999998,621414299.926,621655108.022,621219686.424,621239345.849,621628519.407,4.0,34468947930.1,0.111137306677,0.111374407583,0.0013755192499600001,0.111127462523,362,4.3848457759400005e-12
82,84,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,619783567.633,112651.03535,619745487.636,619948312.019,619694983.243,619701125.29,619919321.973,4.0,12690255765.3,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,372,4.3848457759400005e-12
83,89,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,618001516.016,98672.8210298,618003895.13,618107693.446,617890580.36,617899628.077,618100073.196,4.0,9736325609.98,0.111137306677,0.111374407583,0.0013756406871600001,0.11113727336899999,382,4.3848457759400005e-12
84,100,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,616927038.61,45257.0519078,616921102.93,616986861.762,616879086.8169999,616883904.485,616978482.686,4.0,2048200747.38,0.111090154659,0.11018957346,0.000679013446613,0.055470528216,405,4.3848457759400005e-12
85,94,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,616419249.53,172925.900225,616440873.449,616607077.3130001,616188173.909,616225019.801,616583205.772,4.0,29903366968.7,0.111137306677,0.111374407583,0.000687820343581,0.055568636684699996,392,4.3848457759400005e-12
86,58,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,615815471.52,66618.3725042,615833812.686,615874449.93,615719810.777,615736546.788,615868718.619,4.0,4438007555.1,0.111137306677,0.111374407583,0.0006866059715060001,0.055470528216,302,4.3848457759400005e-12
87,105,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,615258049.211,129702.795545,615229001.517,615432568.653,615141625.158,615147406.67,615409358.524,4.0,16822815172.1,0.111090154659,0.11018957346,0.0013591077423599999,0.11102935405400001,415,4.3848457759400005e-12
88,110,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,613644227.761,106224.336824,613610738.9580001,613798881.324,613556551.805,613564495.199,613770844.648,4.0,11283609733.6,0.111090154659,0.11018957346,0.0013603086858499998,0.111127462523,425,4.3848457759400005e-12
89,115,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,611968645.373,199900.53647,611924170.612,612242069.365,611784170.904,611796212.735,612203342.6769999,4.0,39960224481.1,0.111090154659,0.11018957346,0.0013604287802,0.11113727336899999,435,4.3848457759400005e-12
90,68,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,580748821.971,126760.179807,580747116.36,580863056.98,580637998.185,580638326.757,580861705.041,4.0,16068143184.6,0.111137306677,0.0556872037915,0.000687820343581,0.11113727336899999,331,4.3848457759400005e-12
91,72,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,580439625.923,550581.415042,580361275.643,581089308.8659999,579946643.538,579957747.707,581031194.529,4.0,303139894590.0,0.111137306677,0.0556872037915,0.000687820343581,0.11113727336899999,341,4.3848457759400005e-12
92,64,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,580302112.013,443747.61234799994,580148143.861,580953896.666,579958263.664,579985007.614,580834771.824,4.0,196911943464.0,0.111137306677,0.0556872037915,0.000687759624978,0.111127462523,321,4.3848457759400005e-12
93,77,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,579007209.0580001,302492.145166,579086145.581,579261213.865,578595331.207,578651242.962,579252664.023,4.0,91501497887.1,0.111137306677,0.0556872037915,0.000687759624978,0.111127462523,351,4.3848457759400005e-12
94,80,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,577702810.534,305411.35221700004,577754193.739,578015684.209,577287170.4480001,577350599.104,577983085.475,4.0,93276094062.9,0.111137306677,0.0556872037915,0.000687759624978,0.111127462523,361,4.3848457759400005e-12
95,60,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,576834608.965,152465.31929,576826512.974,577006350.355,576679059.5569999,576687796.7590001,576992755.5580001,4.0,23245673586.1,0.111137306677,0.0556872037915,0.00068715243894,0.11102935405400001,311,4.3848457759400005e-12
96,87,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,576236981.9380001,408613.551017,576397063.887,576513499.642,575640300.335,575739923.9990001,576509925.148,4.0,166965034075.0,0.111137306677,0.0556872037915,0.000687820343581,0.11113727336899999,371,4.3848457759400005e-12
97,88,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,574776438.7590001,206732.592125,574757131.511,575030632.055,574560859.96,574576725.4419999,575003182.224,4.0,42738364646.7,0.111137306677,0.0556872037915,0.000687820343581,0.11113727336899999,381,4.3848457759400005e-12
98,104,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,572941468.627,203045.238263,572950202.1290001,573174845.28,572690624.97,572721248.8119999,573149461.539,4.0,41227368781.1,0.111090154659,0.11018957346,0.0013591077423599999,0.11102935405400001,414,4.3848457759400005e-12
99,92,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,572791176.517,288934.097942,572771618.982,573157609.13,572463858.976,572500374.984,573109358.6,4.0,83482912953.8,0.111137306677,0.0556872037915,0.00034391017179100005,0.055568636684699996,391,4.3848457759400005e-12
100,109,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,572518622.586,239773.95058099998,572593493.373,572717108.5,572170395.099,572231252.402,572701173.669,4.0,57491547377.4,0.111090154659,0.11018957346,0.0013603086858499998,0.111127462523,424,4.3848457759400005e-12
101,114,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,571219458.5,172076.043529,571226616.9959999,571379463.952,571045136.055,571053167.003,571375728.102,4.0,29610164756.7,0.111090154659,0.11018957346,0.0013604287802,0.11113727336899999,434,4.3848457759400005e-12
102,119,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,569705626.4319999,287825.99262800004,569592629.8709999,570126998.423,569510247.5630001,569513562.694,570055885.356,4.0,82843802032.6,0.111090154659,0.11018957346,0.0013604287802,0.11113727336899999,444,4.3848457759400005e-12
103,99,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,568005575.154,220107.48175300003,567962126.514,568275420.163,567822627.424,567823629.898,568248348.505,4.0,48447303523.7,0.111090154659,0.11018957346,0.000679013446613,0.055470528216,404,4.3848457759400005e-12
104,57,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,566792338.532,112362.316669,566831146.9959999,566874572.271,566632487.8659999,566656931.658,566873413.5569999,4.0,12625290207.3,0.111137306677,0.0556872037915,0.00034330298575300003,0.055470528216,301,4.3848457759400005e-12
105,108,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,528011029.78099996,158714.625131,527952021.44,528244591.351,527895484.895,527901148.33,528203522.91199994,4.0,25190332230.6,0.111090154659,0.111374407583,0.00137493566096,0.111127462523,423,4.3848457759400005e-12
106,113,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,527774823.65099996,136919.42797000002,527772763.984,527934909.505,527618857.131,527633538.29300004,527918992.54300004,4.0,18746929755.7,0.111090154659,0.111374407583,0.00137505704665,0.11113727336899999,433,4.3848457759400005e-12
107,102,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,526545782.442,216452.092893,526555783.919,526735289.22900003,526336272.699,526343100.39199996,526734462.422,4.0,46851508517.6,0.111090154659,0.111374407583,0.0013737218041099998,0.11102935405400001,413,4.3848457759400005e-12
108,118,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,526341112.573,110931.03491900001,526297053.13199997,526504688.90800005,526265655.117,526267802.563,526476105.799,4.0,12305694508.2,0.111090154659,0.111374407583,0.00137505704665,0.11113727336899999,443,4.3848457759400005e-12
109,98,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,518261542.706,358036.186248,518236170.189,518643360.46800005,517930469.977,517938394.246,518620212.689,4.0,128189910663.0,0.111090154659,0.111374407583,0.0006863146664689999,0.055470528216,403,4.3848457759400005e-12
110,112,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,482566676.671,512219.64233999996,482352748.381,483330132.359,482231077.561,482248350.828,483184502.11800003,4.0,262368961999.0,0.111090154659,0.111374407583,0.00137505704665,0.11113727336899999,432,4.3848457759400005e-12
111,107,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,482209169.268,181409.631402,482203596.546,482429963.87,481999520.109,482021940.95199996,482404199.394,4.0,32909454365.3,0.111090154659,0.111374407583,0.00137493566096,0.111127462523,422,4.3848457759400005e-12
112,117,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,482046300.095,115369.640453,481997022.47,482218455.019,481972700.42,481975878.4,482185710.465,4.0,13310153938.2,0.111090154659,0.111374407583,0.00137505704665,0.11113727336899999,442,4.3848457759400005e-12
113,103,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,478925923.53199995,254420.524587,478987498.689,479133731.03199995,478594965.71699995,478634319.898,479131321.945,4.0,64729803331.4,0.111090154659,0.111374407583,0.0013737218041099998,0.11102935405400001,412,4.3848457759400005e-12
114,97,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,469149104.313,135098.867074,469097507.677,469344690.179,469056711.72,469057380.864,469313063.05300003,4.0,18251703884.6,0.111090154659,0.111374407583,0.0006863146664689999,0.055470528216,402,4.3848457759400005e-12
115,116,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,436471945.59400004,363936.747148,436509040.589,436784840.19,436084861.008,436107840.95,436784117.245,4.0,132449955925.0,0.111090154659,0.0556872037915,0.000687528523325,0.11113727336899999,441,4.3848457759400005e-12
116,111,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,436342769.816,145728.746557,436295520.683,436549060.9,436230976.995,436233791.23800004,436517897.17800003,4.0,21236867573.0,0.111090154659,0.0556872037915,0.000687528523325,0.11113727336899999,431,4.3848457759400005e-12
117,106,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,435432694.13699996,319245.93426999997,435438153.38,435767762.58599997,435086707.201,435110626.381,435747118.953,4.0,101917966548.0,0.111090154659,0.0556872037915,0.000687467830482,0.111127462523,421,4.3848457759400005e-12
118,101,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,431085474.758,241929.250943,431052745.90400004,431408901.299,430827505.925,430856211.498,431360558.41400003,4.0,58529762461.9,0.111090154659,0.0556872037915,0.000686860902054,0.11102935405400001,411,4.3848457759400005e-12
119,96,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,419674087.816,173126.744844,419717588.28800005,419823606.451,419437568.237,419470181.739,419817093.232,4.0,29972869780.2,0.111090154659,0.0556872037915,0.00034315733323500005,0.055470528216,401,4.3848457759400005e-12
